Category,Near North Side,Near South Side,Near West Side,New City,North Center,North Lawndale,North Park,Norwood Park,O'Hare,Oakland
1999,72.58147317229206,44.334440744739815,53.68911468432166,37.49374029089974,45.63199949937424,40.47284425,40.358584294611646,41.95239789308063,42.43593839439803,38.85064666583228
2000,,,,,,,,,,
2001,,,,,,,,,,
2002,72.58147317229206,44.334440744739815,53.68911468432166,37.49374029089974,45.63199949937424,40.47284425,40.358584294611646,41.95239789308063,42.43593839439803,38.85064666583228
2003,,,,,,,,,,
2004,,,,,,,,,,
2005,72.58147317229206,44.334440744739815,53.68911468432166,37.49374029089974,45.63199949937424,40.47284425,40.358584294611646,41.95239789308063,42.43593839439803,38.85064666583228
2006,,,,,,,,,,
2007,,,,,,,,,,
2008,,,,,,,,,,
2009,,,,,,,,,,
2010,,,,,,,,,,
2011,49.96550823817025,43.962233604058255,45.76417666633863,37.98935267561705,38.40285243149111,43.63908149789468,37.35375653554806,39.05401665,41.50923737303598,37.28558368076923
2012,,,,,,,,,,
2013,,,,,,,,,,
2014,49.96550823817025,43.962233604058255,45.76417666633863,37.98935267561705,38.40285243149111,43.63908149789468,37.35375653554806,39.05401665,41.50923737303598,37.28558368076923
2015,,,,,,,,,,
2016,,,,,,,,,,
2017,40.00000000000001,39.99776768938004,37.85417694096187,30.00001182816591,32.624019230285754,33.589048627929216,30.017904613631853,30.000282521008973,39.72381295,30
2018,40.00000000000001,39.99776768938004,37.85847666687667,30.00001237068237,32.624019230285754,33.58904845462699,30.017904613631853,30.000282521008973,39.20312999,30
2019,31.270919803717167,30.000000000000004,30,30.000000000000004,29.999885956256584,30,26.00005132045138,30,29.999999999999996,29.996464827138432
2020,30.000000000000004,30,30,30.000000000000004,30.000000000000004,30,30,30,30.000000000000004,30
