"ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"27027","JF382214","09/03/2022 10:31:00 PM","066XX S EVANS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false","0321","003","20","42","01A","1182359","1861208","2022","09/19/2022 03:41:05 PM","41.774370886","-87.607051897","(41.774370886, -87.607051897)"
"27026","JF381767","09/03/2022 04:54:00 PM","007XX E 103RD ST","0110","HOMICIDE","FIRST DEGREE MURDER","GAS STATION","true","false","0512","005","9","50","01A","1182972","1836829","2022","11/11/2022 03:40:14 PM","41.707457988","-87.605560558","(41.707457988, -87.605560558)"
"27023","JF381015","09/03/2022 12:31:00 PM","013XX N HUDSON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1821","018","27","8","01A","1173068","1909520","2022","09/19/2022 03:41:05 PM","41.907153315","-87.639680572","(41.907153315, -87.639680572)"
"27025","JF381256","09/03/2022 07:58:00 AM","021XX E 69TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true","0331","003","5","43","01A","1191628","1859636","2022","09/19/2022 03:41:05 PM","41.769837371","-87.573124852","(41.769837371, -87.573124852)"
"27024","JF381112","09/03/2022 03:09:00 AM","060XX S RACINE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0713","007","16","67","01A","1169356","1864677","2022","09/19/2022 03:41:05 PM","41.784181692","-87.654618096","(41.784181692, -87.654618096)"
"27022","JF380154","09/03/2022 02:38:00 AM","033XX N PANAMA AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","false","1631","016","38","17","01A","1121500","1921155","2022","09/19/2022 03:41:05 PM","41.94006943","-87.828863907","(41.94006943, -87.828863907)"
"27021","JF380692","09/02/2022 06:40:00 PM","044XX W JACKSON BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1113","011","28","26","01A","1146916","1898319","2022","09/19/2022 03:41:05 PM","41.876956671","-87.73603506","(41.876956671, -87.73603506)"
"27020","JF380306","09/02/2022 02:18:00 PM","050XX W GLADYS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1533","015","29","25","01A","1142729","1897869","2022","03/14/2023 03:40:32 PM","41.875800743","-87.75141986","(41.875800743, -87.75141986)"
"27019","JF380232","09/02/2022 01:07:00 PM","083XX S COLFAX AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","0423","004","7","46","01A","1194952","1850235","2022","09/19/2022 03:41:05 PM","41.743959052","-87.56125002","(41.743959052, -87.56125002)"
"27017","JF373911","09/01/2022 08:05:00 PM","076XX N PAULINA ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","2422","024","49","1","01A","1163657","1950609","2022","09/19/2022 03:41:05 PM","42.020106946","-87.673088033","(42.020106946, -87.673088033)"
"27018","JF379137","09/01/2022 06:10:00 PM","016XX W 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0611","006","17","71","01A","1166816","1852326","2022","09/19/2022 03:41:05 PM","41.750343555","-87.664282962","(41.750343555, -87.664282962)"
"27016","JF377784","08/31/2022 04:50:00 PM","002XX N PULASKI RD","0110","HOMICIDE","FIRST DEGREE MURDER","LIQUOR STORE","true","false","1114","011","28","26","01A","1149685","1901270","2022","03/31/2023 03:40:13 PM","41.885001213","-87.725791327","(41.885001213, -87.725791327)"
"27015","JF377220","08/31/2022 09:30:00 AM","116XX S MICHIGAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","GAS STATION","false","false","0532","005","9","53","01A","1178927","1827627","2022","09/19/2022 03:41:05 PM","41.682299252","-87.620652127","(41.682299252, -87.620652127)"
"27014","JF376416","08/30/2022 04:46:00 PM","113XX S MICHIGAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0531","005","9","49","01A","1178821","1829624","2022","09/19/2022 03:41:05 PM","41.687781719","-87.620979701","(41.687781719, -87.620979701)"
"27013","JF375566","08/30/2022 12:19:00 AM","046XX N DOVER ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1913","019","46","3","01A","1165858","1930868","2022","09/19/2022 03:41:05 PM","41.965890278","-87.665555028","(41.965890278, -87.665555028)"
"27012","JF374070","08/28/2022 08:28:00 PM","019XX W MONTEREY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","POLICE FACILITY","false","false","2212","022","19","75","01A","1165742","1830843","2022","09/19/2022 03:41:05 PM","41.691413679","-87.668826246","(41.691413679, -87.668826246)"
"27011","JF373166","08/28/2022 02:39:00 AM","049XX W SUPERIOR ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1531","015","37","25","01A","1143326","1904516","2022","09/19/2022 03:41:05 PM","41.894029785","-87.749061702","(41.894029785, -87.749061702)"
"12808040","JF373174","08/28/2022 01:35:00 AM","064XX S CICERO AVE","0142","HOMICIDE","RECKLESS HOMICIDE","STREET","true","false","0813","008","13","64","01B","1145497","1861377","2022","02/13/2023 03:46:51 PM","41.775609445","-87.74217858","(41.775609445, -87.74217858)"
"27009","JF372584","08/27/2022 03:48:00 PM","083XX S PAXTON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0412","004","7","46","01A","1192299","1850064","2022","09/19/2022 03:41:05 PM","41.743554722","-87.570976224","(41.743554722, -87.570976224)"
"27008","JF372584","08/27/2022 03:43:00 PM","083XX S PAXTON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0412","004","7","46","01A","1192299","1850064","2022","09/03/2022 03:41:46 PM","41.743554722","-87.570976224","(41.743554722, -87.570976224)"
"27007","JF372013","08/27/2022 02:49:00 AM","008XX W 29TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY","false","false","0913","009","11","60","01A","1170935","1885619","2022","09/19/2022 03:41:05 PM","41.84161432","-87.648216747","(41.84161432, -87.648216747)"
"27006","JF371930","08/27/2022 01:55:00 AM","005XX W 87TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","PORCH","false","false","2223","022","21","71","01A","1174289","1847123","2022","09/19/2022 03:41:05 PM","41.735903129","-87.637052809","(41.735903129, -87.637052809)"
"27005","JF371773","08/26/2022 09:40:00 PM","027XX W DIVISION ST","0110","HOMICIDE","FIRST DEGREE MURDER","RESTAURANT","true","false","1211","012","26","24","01A","1158012","1907868","2022","09/19/2022 03:41:05 PM","41.902940868","-87.695032866","(41.902940868, -87.695032866)"
"27004","JF371638","08/26/2022 07:49:00 PM","004XX N HAMLIN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","PORCH","true","true","1122","011","37","23","01A","1150978","1902700","2022","12/09/2022 03:40:52 PM","41.888900066","-87.721005715","(41.888900066, -87.721005715)"
"27010","JF371622","08/26/2022 06:05:00 PM","059XX S CAMPBELL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","false","false","0824","008","16","66","01A","1160723","1865156","2022","09/19/2022 03:41:05 PM","41.785678771","-87.686256904","(41.785678771, -87.686256904)"
"27003","JF369140","08/24/2022 08:37:00 PM","027XX S HOMAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","true","1032","010","22","30","01A","1154145","1885502","2022","09/01/2022 03:42:17 PM","41.841644257","-87.709833909","(41.841644257, -87.709833909)"
"27002","JF367830","08/23/2022 07:25:00 PM","006XX N DEARBORN ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1832","018","42","8","01A","1175833","1904257","2022","09/19/2022 03:41:05 PM","41.892649581","-87.629682213","(41.892649581, -87.629682213)"
"27001","JF367666","08/23/2022 05:04:00 PM","087XX S WABASH AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","0632","006","9","44","01A","1178240","1847019","2022","09/19/2022 03:41:05 PM","41.735529114","-87.622581019","(41.735529114, -87.622581019)"
"27000","JF367484","08/23/2022 03:25:00 PM","092XX S HALSTED ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","2223","022","21","73","01A","1172606","1843423","2022","09/19/2022 03:41:05 PM","41.725787017","-87.643327357","(41.725787017, -87.643327357)"
"26996","JF366764","08/23/2022 12:08:00 AM","084XX S KINGSTON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0423","004","7","46","01A","1194633","1849605","2022","09/19/2022 03:41:05 PM","41.742238128","-87.562439521","(41.742238128, -87.562439521)"
"26995","JF366674","08/22/2022 09:47:00 PM","025XX S KARLOV AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1013","010","22","30","01A","1149681","1886591","2022","09/19/2022 03:41:05 PM","41.844720373","-87.726187239","(41.844720373, -87.726187239)"
"26994","JF365808","08/22/2022 11:34:00 AM","096XX S MERRION AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0431","004","7","51","01A","1192664","1841706","2022","09/19/2022 03:41:05 PM","41.720610715","-87.56991049","(41.720610715, -87.56991049)"
"26993","JF364411","08/21/2022 07:33:00 AM","013XX S THROOP ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1233","012","28","28","01A","1167980","1894084","2022","05/22/2023 03:40:40 PM","41.864907198","-87.658816577","(41.864907198, -87.658816577)"
"26991","JF364380","08/21/2022 02:05:00 AM","006XX W 89TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","2223","022","21","71","01A","1173394","1845901","2022","09/01/2022 03:42:17 PM","41.73256962","-87.640367798","(41.73256962, -87.640367798)"
"26992","JF364408","08/21/2022 01:05:00 AM","047XX S UNION AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0935","009","11","61","01A","1172434","1873250","2022","09/19/2022 03:41:05 PM","41.807639693","-87.643080607","(41.807639693, -87.643080607)"
"26990","JF362952","08/19/2022 07:07:00 PM","033XX W FLOURNOY ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1134","011","24","27","01A","1154303","1896837","2022","09/01/2022 03:42:17 PM","41.872745636","-87.708951612","(41.872745636, -87.708951612)"
"26989","JF361990","08/19/2022 12:50:00 AM","002XX S KEELER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1115","011","28","26","01A","1148433","1898503","2022","09/19/2022 03:41:05 PM","41.877432483","-87.730460291","(41.877432483, -87.730460291)"
"26987","JF360669","08/17/2022 10:03:00 PM","024XX S TRUMBULL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1024","010","22","30","01A","1153754","1887585","2022","09/01/2022 03:42:17 PM","41.847368041","-87.711213391","(41.847368041, -87.711213391)"
"26986","JF360513","08/17/2022 06:45:00 PM","048XX S WOLCOTT AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0931","009","15","61","01A","1164500","1872678","2022","11/20/2022 03:40:24 PM","41.80624123","-87.672196487","(41.80624123, -87.672196487)"
"26985","JF359630","08/17/2022 03:17:00 AM","035XX W PERSHING RD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0821","008","14","58","01A","1153438","1878511","2022","09/19/2022 03:41:05 PM","41.822474117","-87.712613764","(41.822474117, -87.712613764)"
"26983","JF358800","08/16/2022 12:43:00 PM","031XX W HURON ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1221","012","27","23","01A","1155385","1904496","2022","09/01/2022 03:42:17 PM","41.893741023","-87.704773116","(41.893741023, -87.704773116)"
"26982","JF358579","08/16/2022 10:52:00 AM","005XX E 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true","0624","006","6","44","01A","1181085","1852741","2022","09/19/2022 03:41:05 PM","41.751165986","-87.611982398","(41.751165986, -87.611982398)"
"26981","JF356883","08/16/2022 10:23:00 AM","000XX W 69TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","CTA PROPERTY","true","false","0731","007","6","69","01A","1177279","1859276","2022","09/19/2022 03:41:05 PM","41.769185486","-87.625732415","(41.769185486, -87.625732415)"
"26980","JF357790","08/15/2022 03:30:00 PM","046XX N WESTERN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true","1911","019","47","4","01A","1159536","1930648","2022","10/27/2022 03:40:05 PM","41.96541944","-87.688805858","(41.96541944, -87.688805858)"
"26979","JF356616","08/14/2022 04:46:00 PM","131XX S ST LAWRENCE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0533","005","9","54","01A","1182582","1818224","2022","09/01/2022 03:42:17 PM","41.656412299","-87.607562668","(41.656412299, -87.607562668)"
"26997","JF356096","08/14/2022 05:35:00 AM","070XX S JEFFERY BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0331","003","5","43","01A","1190765","1858575","2022","09/19/2022 03:41:05 PM","41.766946791","-87.57632241","(41.766946791, -87.57632241)"
"26999","JF356096","08/14/2022 05:35:00 AM","070XX S JEFFERY BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0331","003","5","43","01A","1190765","1858575","2022","09/19/2022 03:41:05 PM","41.766946791","-87.57632241","(41.766946791, -87.57632241)"
"26998","JF356096","08/14/2022 05:00:00 AM","070XX S JEFFERY BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0331","003","5","43","01A","1190765","1858575","2022","09/19/2022 03:41:05 PM","41.766946791","-87.57632241","(41.766946791, -87.57632241)"
"26978","JF356024","08/14/2022 03:57:00 AM","011XX N RIDGEWAY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1112","011","27","23","01A","1151173","1907256","2022","05/04/2023 03:40:17 PM","41.90139837","-87.720170022","(41.90139837, -87.720170022)"
"26976","JF355893","08/14/2022 01:05:00 AM","018XX W 78TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0611","006","17","71","01A","1165622","1852961","2022","09/19/2022 03:41:05 PM","41.75211148","-87.668640357","(41.75211148, -87.668640357)"
"26974","JF354939","08/13/2022 06:40:00 AM","094XX S ST LAWRENCE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","0633","006","9","49","01A","1181894","1842480","2022","09/19/2022 03:41:05 PM","41.722989974","-87.609334163","(41.722989974, -87.609334163)"
"26975","JF354911","08/13/2022 05:45:00 AM","039XX W FILLMORE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1132","011","24","29","01A","1150263","1895081","2022","09/01/2022 03:42:17 PM","41.868006655","-87.723830193","(41.868006655, -87.723830193)"
"26972","JF353547","08/13/2022 02:13:00 AM","034XX W 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","0834","008","18","70","01A","1154632","1851977","2022","09/19/2022 03:41:05 PM","41.749637155","-87.708940351","(41.749637155, -87.708940351)"
"26973","JF354755","08/13/2022 12:59:00 AM","052XX S HONORE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0932","009","16","61","01A","1164904","1869960","2022","09/19/2022 03:41:05 PM","41.798774176","-87.670791596","(41.798774176, -87.670791596)"
"26969","JF354720","08/12/2022 11:43:00 PM","008XX W 71ST ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false","0733","007","6","68","01A","1171770","1857771","2022","09/19/2022 03:41:05 PM","41.76517818","-87.645969835","(41.76517818, -87.645969835)"
"26970","JF354711","08/12/2022 11:17:00 PM","005XX W 95TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","true","false","2223","022","21","73","01A","1174212","1841887","2022","04/07/2023 03:39:40 PM","41.721536545","-87.637489981","(41.721536545, -87.637489981)"
"26971","JF354183","08/12/2022 03:23:00 PM","014XX W 72ND ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0734","007","17","67","01A","1167555","1856989","2022","09/01/2022 03:42:17 PM","41.76312366","-87.661441472","(41.76312366, -87.661441472)"
"26977","JF353379","08/11/2022 08:53:00 PM","027XX W ST GEORGES CT","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true","1431","014","1","22","01A","1157582","1914673","2022","09/01/2022 03:42:17 PM","41.921623105","-87.696426725","(41.921623105, -87.696426725)"
"26967","JF352381","08/11/2022 05:28:00 AM","039XX S WESTERN BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0924","009","12","61","01A","1161172","1878701","2022","09/19/2022 03:41:05 PM","41.822838671","-87.684235597","(41.822838671, -87.684235597)"
"26984","JF352153","08/10/2022 09:13:00 PM","118XX S NORMAL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","true","false","0522","005","34","53","01A","1175098","1826358","2022","11/28/2022 03:40:12 PM","41.67890298","-87.634706134","(41.67890298, -87.634706134)"
"26968","JF349972","08/09/2022 08:45:00 AM","073XX N ROGERS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY","false","false","2424","024","49","1","01A","1162211","1948559","2022","09/01/2022 03:42:17 PM","42.014512189","-87.678466914","(42.014512189, -87.678466914)"
"26966","JF348401","08/08/2022 12:52:00 AM","047XX N KEDZIE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1713","017","33","14","01A","1154194","1931243","2022","09/19/2022 03:41:05 PM","41.967160745","-87.708431316","(41.967160745, -87.708431316)"
"26964","JF347872","08/07/2022 03:02:00 PM","040XX W MONROE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1115","011","28","26","01A","1149437","1899354","2022","09/19/2022 03:41:05 PM","41.879748311","-87.726751761","(41.879748311, -87.726751761)"
"26963","JF347428","08/07/2022 06:11:00 AM","018XX W 87TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","PARKING LOT","false","false","2221","022","21","71","01A","1165392","1846980","2022","09/19/2022 03:41:05 PM","41.735703612","-87.669652251","(41.735703612, -87.669652251)"
"26962","JF347239","08/07/2022 12:55:00 AM","028XX W WILCOX ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1124","011","27","27","01A","1157396","1899227","2022","06/16/2023 03:43:22 PM","41.879241731","-87.697530746","(41.879241731, -87.697530746)"
"26965","JF319261","08/06/2022 04:15:00 PM","008XX E 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0624","006","8","69","01A","1183016","1852803","2022","09/19/2022 03:41:05 PM","41.751291477","-87.604904392","(41.751291477, -87.604904392)"
"26961","JF346676","08/06/2022 02:25:00 PM","026XX S TRIPP AVE","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false","1031","010","22","30","01A","1148483","1886023","2022","09/19/2022 03:41:05 PM","41.843184863","-87.730598396","(41.843184863, -87.730598396)"
"26960","JF346203","08/06/2022 05:44:00 AM","040XX W MONROE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1115","011","28","26","01A","1149437","1899354","2022","09/01/2022 03:42:17 PM","41.879748311","-87.726751761","(41.879748311, -87.726751761)"
"26959","JF346162","08/06/2022 04:17:00 AM","004XX S CLARK ST","0110","HOMICIDE","FIRST DEGREE MURDER","PARKING LOT","true","false","0122","001","34","32","01A","1175595","1898323","2022","12/19/2024 03:40:49 PM","41.8763717","-87.630734709","(41.8763717, -87.630734709)"
"26958","JF346162","08/06/2022 03:49:00 AM","004XX S CLARK ST","0110","HOMICIDE","FIRST DEGREE MURDER","PARKING LOT","true","false","0122","001","34","32","01A","1175595","1898323","2022","12/19/2024 03:40:49 PM","41.8763717","-87.630734709","(41.8763717, -87.630734709)"
"26957","JF346107","08/06/2022 02:33:00 AM","000XX W 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","CTA ""L"" TRAIN","true","false","0623","006","6","44","01A","1177483","1852629","2022","12/07/2022 03:40:19 PM","41.750940757","-87.625185222","(41.750940757, -87.625185222)"
"26956","JF344442","08/05/2022 09:14:00 AM","026XX E 75TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0421","004","7","43","01A","1195015","1855739","2022","05/24/2023 03:40:19 PM","41.759060904","-87.560838117","(41.759060904, -87.560838117)"
"26954","JF344513","08/04/2022 08:44:00 PM","104XX S EMERALD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","2233","022","34","49","01A","1173156","1835644","2022","09/19/2022 03:41:05 PM","41.704428202","-87.64154163","(41.704428202, -87.64154163)"
"26955","JF344198","08/04/2022 04:50:00 PM","030XX W LEXINGTON ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1134","011","28","27","01A","1156160","1896545","2022","09/19/2022 03:41:05 PM","41.871907088","-87.702141566","(41.871907088, -87.702141566)"
"26953","JF343160","08/03/2022 07:03:00 PM","039XX W GLADYS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","true","false","1132","011","28","26","01A","1150234","1898066","2022","11/11/2022 03:40:14 PM","41.876198401","-87.723858849","(41.876198401, -87.723858849)"
"28608","HL577950","08/03/2022 05:23:00 AM","069XX S DORCHESTER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0321","003","5","43","01A","1186742","1859060","2022","02/21/2025 03:40:32 PM","41.76837389","-87.591052758","(41.76837389, -87.591052758)"
"26952","JF342200","08/03/2022 01:28:00 AM","071XX S JEFFERY BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false","0333","003","5","43","01A","1190785","1857840","2022","09/19/2022 03:41:05 PM","41.764929409","-87.576272815","(41.764929409, -87.576272815)"
"26951","JF341823","08/02/2022 06:22:00 PM","063XX S DR MARTIN LUTHER KING JR DR","0110","HOMICIDE","FIRST DEGREE MURDER","CHA LOBBY","false","false","0312","003","20","69","01A","1180014","1862897","2022","09/01/2022 03:42:17 PM","41.779059693","-87.615596501","(41.779059693, -87.615596501)"
"28707","JF336652","08/02/2022 02:42:00 PM","011XX E 62ND ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0314","003","20","42","01A","1184509","1864120","2022","05/25/2025 03:41:37 PM","41.782311577","-87.59907932","(41.782311577, -87.59907932)"
"26950","JF338725","08/01/2022 08:55:00 PM","072XX N CLARK ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false","2424","024","49","1","01A","1163243","1947985","2022","09/19/2022 03:41:05 PM","42.012915394","-87.674685821","(42.012915394, -87.674685821)"
"26949","JF340568","08/01/2022 08:12:00 PM","021XX N NATCHEZ AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","2512","025","29","19","01A","1132741","1913328","2022","09/19/2022 03:41:05 PM","41.918402263","-87.787731829","(41.918402263, -87.787731829)"
"26948","JF339741","08/01/2022 02:49:00 PM","011XX S TROY ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1134","011","24","29","01A","1155534","1894957","2022","09/19/2022 03:41:05 PM","41.867562058","-87.704482591","(41.867562058, -87.704482591)"
"26947","JF338568","07/31/2022 11:21:00 AM","011XX W 83RD ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0613","006","21","71","01A","1170335","1849767","2022","09/01/2022 03:42:17 PM","41.7432455","-87.65146205","(41.7432455, -87.65146205)"
"26946","JF338311","07/31/2022 05:55:00 AM","069XX S TALMAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","0831","008","17","66","01A","1159907","1858513","2022","09/19/2022 03:41:05 PM","41.767466251","-87.689431132","(41.767466251, -87.689431132)"
"26945","JF338206","07/31/2022 04:04:00 AM","131XX S ELLIS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","CHA PARKING LOT","false","false","0533","005","9","54","01A","1185376","1818352","2022","09/19/2022 03:41:05 PM","41.656698539","-87.597335189","(41.656698539, -87.597335189)"
"26944","JF338175","07/31/2022 02:41:00 AM","047XX S KEDZIE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0922","009","14","58","01A","1155835","1873178","2022","09/19/2022 03:41:05 PM","41.80779181","-87.703963414","(41.80779181, -87.703963414)"
"26942","JF336885","07/30/2022 01:56:00 AM","020XX W 87TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","2221","022","21","72","01A","1164308","1846954","2022","09/19/2022 03:41:05 PM","41.735655134","-87.673624364","(41.735655134, -87.673624364)"
"26943","JF336893","07/30/2022 01:40:00 AM","018XX N MILWAUKEE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1434","014","32","22","01A","1160517","1912540","2022","09/01/2022 03:42:17 PM","41.915709676","-87.685701943","(41.915709676, -87.685701943)"
"26941","JF334293","07/28/2022 01:53:00 AM","040XX W WILCOX ST","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false","1115","011","28","26","01A","1149468","1899030","2022","09/19/2022 03:41:05 PM","41.878858618","-87.726646342","(41.878858618, -87.726646342)"
"26940","JF333745","07/27/2022 03:15:00 PM","112XX S EGGLESTON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false","2233","022","34","49","01A","1175297","1830410","2022","09/01/2022 03:42:17 PM","41.690017865","-87.633857295","(41.690017865, -87.633857295)"
"27180","JE224442","07/27/2022 12:14:00 PM","037XX W MADISON ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1122","011","28","27","01A","1151518","1899756","2022","11/13/2022 03:41:38 PM","41.880810828","-87.719099998","(41.880810828, -87.719099998)"
"26939","JF333464","07/27/2022 12:01:00 PM","013XX E 75TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","false","0411","004","8","43","01A","1186309","1855533","2022","12/22/2023 03:40:36 PM","41.758705721","-87.592751196","(41.758705721, -87.592751196)"
"26937","JF333032","07/27/2022 01:48:00 AM","106XX S HOXIE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0434","004","10","51","01A","1195212","1834930","2022","09/01/2022 03:42:17 PM","41.701954333","-87.560800619","(41.701954333, -87.560800619)"
"26938","JF333033","07/27/2022 01:39:00 AM","025XX W MONROE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1125","011","27","28","01A","1159465","1899598","2022","10/30/2022 03:40:40 PM","41.880217478","-87.6899235","(41.880217478, -87.6899235)"
"26936","JF332884","07/26/2022 09:44:00 PM","001XX N LA CROSSE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false","1532","015","28","25","01A","1144016","1900760","2022","09/19/2022 03:41:05 PM","41.883709958","-87.746621843","(41.883709958, -87.746621843)"
"26934","JF330933","07/25/2022 08:20:00 PM","038XX W THOMAS ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1112","011","27","23","01A","1150681","1907065","2022","10/20/2022 03:40:54 PM","41.900883883","-87.721982201","(41.900883883, -87.721982201)"
"26933","JF330337","07/25/2022 02:57:00 AM","002XX W 63RD ST","0110","HOMICIDE","FIRST DEGREE MURDER","CTA ""L"" TRAIN","true","false","0711","007","20","68","01A","1175827","1863196","2022","09/19/2022 03:41:05 PM","41.779975054","-87.630937377","(41.779975054, -87.630937377)"
"26932","JF329982","07/24/2022 07:16:00 PM","044XX W ROOSEVELT RD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1131","011","24","29","01A","1147056","1894336","2022","09/19/2022 03:41:05 PM","41.866024165","-87.73562285","(41.866024165, -87.73562285)"
"27318","T023477","07/24/2022 12:12:00 PM","014XX N HUDSON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1821","018","27","8","01A","1173053","1909992","2022","01/27/2023 03:41:51 PM","41.90844884","-87.639721652","(41.90844884, -87.639721652)"
