Category,Albany Park,Archer Heights,Armour Square,Ashburn,Auburn Gresham,Austin,Avalon Park,Avondale,Belmont Cragin,Beverly,Bridgeport,Brighton Park,Burnside,Calumet Heights,Chatham,Chicago Lawn,Clearing,Douglas,Dunning,East Garfield Park,East Side,Edgewater,Edison Park,Englewood,Forest Glen,Fuller Park,Gage Park,Garfield Ridge,Grand Boulevard,Greater Grand Crossing,Hegewisch,Hermosa,Humboldt Park,Hyde Park,Irving Park,Jefferson Park,Kenwood,Lake View,Lincoln Park,Lincoln Square,Logan Square,Loop,Lower West Side,McKinley Park,Montclare,Morgan Park,Mount Greenwood,Near North Side,Near South Side,Near West Side,New City,North Center,North Lawndale,North Park,Norwood Park,O'Hare,Oakland,Portage Park,Pullman,Riverdale,Rogers Park,Roseland,South Chicago,South Deering,South Lawndale,South Shore,Uptown,Washington Heights,Washington Park,West Elsdon,West Englewood,West Garfield Park,West Lawn,West Pullman,West Ridge,West Town,Woodlawn
2001-2005,1283.706898,703.1786467,659.0452948,1241.74998,3446.847916,5602.622481,740.5404066,1906.109807,3206.230627,717.0224905,1079.111961,1524.524332,180.1002668,823.5177451,3319.129752,3127.696952,776.509041,1444.674545,1007.170438,1647.147108,588.7081904,1835.152438,127.9261878,2809.37555,311.3925168,400.9703892,1397.208852,1338.665836,1906.81044,2987.036778,293.2821275,859.1255058,3223.279521,1527.123028,2021.288108,599.8187742,936.708124,4021.100563,4145.661951,1321.52394,4399.431743,5326.199861,1505.099861,864.3794791,480.6042863,1025.263058,319.2407008,6219.99882,1226.326415,5302.320579,2640.890559,1231.076216,2536.176343,710.3817309,671.1618198,855.4461299,262.1387336,2189.136833,443.0730012,371.096998,2194.476361,2862.33941,2098.762827,732.453282,2403.74083,3901.145602,2121.622111,1455.752897,1120.848144,607.6630828,3005.030134,1310.532194,1713.537839,1609.016596,2128.518634,6082.001474,1742.205839
2002-2006,1245.325661,701.0827739,634.4072081,1235.391915,3412.971334,5431.040433,740.3936823,1777.062348,3067.181429,690.653041,1047.195638,1505.333237,187.4268698,796.1645839,3170.716766,3080.795771,718.2435439,1351.031227,972.1808592,1695.63576,585.0706716,1771.740449,114.7346477,2763.516979,301.8265202,383.1290367,1326.335148,1257.572916,1891.357271,2946.981072,296.058589,819.6352023,3091.806912,1467.513738,1978.484114,603.5590377,895.9099961,3894.587964,4009.84143,1323.105783,4156.067214,5013.153289,1467.234244,830.9580839,456.3375269,1023.065726,295.8805816,5752.395545,1253.638926,5145.539862,2533.114305,1199.41285,2485.10635,664.2500791,649.7673163,764.3416231,253.9363623,2063.124681,432.3420073,353.3992676,2117.638859,2838.030888,2192.387845,726.023787,2274.222329,3795.874091,2049.447808,1473.063509,1118.64274,601.0424989,3028.231905,1349.354038,1619.248709,1596.733395,2179.8989,5915.821971,1687.597374
2003-2007,1193.103576,695.0650501,595.2339365,1247.292086,3425.564735,5380.962936,732.6342869,1667.264902,2928.70925,647.9677718,994.4287942,1426.675515,189.4356843,809.1469269,3115.435332,3057.691717,694.5394889,1279.732868,937.7996421,1705.998671,587.9831524,1694.329956,110.7375246,2768.274113,284.3994197,352.1816401,1260.648928,1179.454254,1783.109366,2908.051132,294.4649692,792.264461,3023.500228,1385.735614,1885.359183,569.7952922,880.8788094,3799.80359,3906.809741,1267.386761,3977.601451,4843.967738,1439.086638,787.9850809,429.1431761,1069.281472,290.4927761,5517.716357,1237.816362,5021.788669,2490.801609,1171.285594,2478.371607,635.5606104,637.2815959,736.114531,249.1247139,1928.066222,441.8488825,334.2254512,2037.141902,2909.739624,2261.79997,726.603207,2191.600472,3708.408965,1960.190723,1477.460095,1133.032833,565.1925948,3146.383851,1394.138515,1506.107687,1643.461249,2105.767264,5677.203048,1739.288141
2004-2008,1140.535612,672.7043617,563.800111,1290.737619,3413.737167,5306.87067,737.404944,1531.667892,2833.331816,658.3707422,945.9387714,1367.858845,199.9524139,785.5922136,3016.215614,3017.065941,670.6477344,1197.879724,916.5942171,1711.539103,584.8359169,1672.32189,116.1343444,2817.039562,285.3453753,342.9034317,1220.340529,1101.053849,1676.52601,2816.905723,289.6795859,718.0204909,2901.848425,1274.943002,1826.764854,568.6085575,824.6476275,3768.362044,3791.374589,1248.051428,3785.390598,4774.484925,1345.914985,735.6506607,403.7036409,1088.732462,282.9068851,5437.026688,1213.678374,4831.489424,2396.403101,1148.460316,2415.752216,629.271797,618.5697443,721.116246,245.3002352,1846.416698,419.4743419,307.4780784,1936.633133,3017.549218,2229.809277,738.5535271,2112.324602,3702.972603,1920.897003,1514.708664,1092.84032,535.7016772,3172.361799,1431.282077,1446.008623,1715.232541,2086.979604,5563.1972,1732.461078
2005-2009,1130.374679,659.9118141,519.2513478,1282.472346,3275.308017,5295.942299,704.5813062,1428.888451,2800.913611,630.0668965,924.5376737,1297.334191,192.5919192,755.3805507,2875.965328,3008.075636,625.9102752,1084.814641,931.5854254,1635.509621,571.8138507,1593.103261,121.7313861,2819.389301,293.2419249,318.2481857,1207.619465,1018.107784,1613.674619,2688.676393,287.3347634,693.2703413,2805.962401,1150.161007,1816.945107,547.4479595,799.1984162,3686.757897,3702.375291,1197.170797,3622.272291,4595.848061,1237.330256,698.1651759,407.0828548,1098.510111,272.7172432,5262.364978,1103.268124,4571.440167,2243.224082,1152.269373,2300.925866,605.3138836,607.003012,694.1764868,243.485335,1785.225652,394.0300002,285.4991289,1799.510595,3054.014986,2141.12079,754.8407895,1963.091473,3628.423071,1807.825867,1496.526479,1046.853275,520.8664959,3183.428739,1399.130985,1371.45835,1766.519579,1969.805412,5434.395884,1738.692887
2006-2010,1118.374447,633.9023993,498.258572,1253.198875,3179.059579,5290.764677,686.9204613,1416.876187,2760.067435,612.6491818,891.4192111,1264.939249,186.2285986,773.3429867,2737.477502,3007.500138,593.290529,1012.80321,905.5964948,1618.670008,568.1487727,1512.504442,113.3365725,2821.556294,285.7411481,315.5139764,1196.689129,950.7412456,1527.695861,2615.278926,284.0433322,698.2065769,2777.840663,1073.135289,1830.257102,525.9292739,764.5769566,3739.512826,3689.707185,1164.2465,3650.460842,4506.792826,1181.725554,662.0832416,399.9052606,1100.39666,263.7215048,5293.502999,1040.118447,4557.077197,2171.098713,1140.385637,2321.728256,575.556942,596.4355346,662.2329666,248.2709444,1722.256868,390.1356252,266.2372165,1741.011141,3071.518331,2121.979363,790.8616887,1873.332491,3589.429281,1716.730692,1495.825263,1033.033455,517.6546513,3201.350847,1374.991476,1326.331533,1751.25507,1871.688838,5468.848673,1672.01063
2007-2011,1098.422224,616.1870066,478.2583691,1215.402178,3162.198124,5331.446104,686.2744421,1414.122865,2734.081846,603.5163017,838.5580456,1239.968635,175.3118232,809.4841597,2680.661657,2988.744359,582.3448047,942.9588662,912.5893046,1606.308542,559.4592655,1450.906221,113.7354184,2770.970085,287.2433173,306.6814049,1187.843649,905.2043738,1431.119827,2538.862066,283.6843074,679.3351214,2753.306142,1039.136726,1827.059209,496.4012596,761.9546951,3773.505622,3638.974917,1114.4764,3626.502976,4425.535119,1129.300273,619.0886707,393.4796841,1097.824839,249.9332284,5266.469077,935.1563779,4524.067186,2116.705862,1121.61398,2342.816431,561.183854,590.8607227,606.7353799,254.4335319,1717.042149,379.5008842,274.9516246,1654.248788,3116.640242,2056.05916,803.0230103,1844.632883,3595.492045,1665.991541,1483.387296,996.0343832,514.0724514,3173.967971,1290.474277,1294.591519,1731.925524,1759.186502,5351.738085,1605.867378
2008-2012,1093.375686,574.4988671,518.1744909,1155.24407,3019.062458,5330.801962,678.620567,1421.3261,2652.94051,583.3661306,842.627265,1217.927017,181.0495819,816.8967052,2550.571511,2886.94338,555.9129618,906.1999247,890.779806,1551.275653,556.367655,1420.914236,111.9365909,2682.588837,296.7703352,306.8805934,1181.171413,847.2368385,1367.741803,2479.985011,271.086515,668.670125,2752.590531,997.130839,1831.219849,516.5862676,735.7461412,3825.344933,3504.840303,1121.261961,3551.827529,4371.942617,1088.712302,598.4076095,377.093595,1046.246343,243.136489,5279.818952,885.3692,4469.3281,2023.407133,1103.427679,2335.556496,550.4328225,584.5476372,580.6522536,249.4218854,1741.849722,353.5745082,277.7248499,1553.091787,2997.566408,1948.562318,783.2471521,1784.837429,3583.56956,1679.029634,1421.522901,962.9977211,506.4911888,3038.50278,1284.471852,1261.059292,1689.334719,1710.201229,5221.397929,1496.468544
2009-2013,1047.136253,572.6258642,517.5436327,1094.83417,2853.697407,5156.615127,638.6814937,1381.953887,2519.314915,520.6386964,798.6622634,1164.190492,168.9131646,784.6951753,2406.252392,2712.981271,502.6711218,892.9703365,826.6088082,1464.558557,521.8082926,1338.514151,105.1402189,2509.603958,277.5662514,294.1939321,1125.367624,791.1900313,1304.524411,2380.049262,263.8084136,658.5463307,2637.696051,972.9377926,1764.642504,497.805066,708.9327761,3686.357934,3257.126549,1085.704315,3369.281088,4258.501996,1064.529034,571.8661752,345.293877,998.9825001,229.1468281,5126.172986,830.0427662,4242.962978,1920.492608,1054.885774,2244.715869,518.1955311,548.971456,547.6808347,240.2077714,1656.073969,340.605931,282.191884,1475.779986,2780.355839,1854.830024,766.5960676,1689.292154,3436.155225,1597.853101,1347.478794,955.7388553,499.9175526,2848.862821,1209.942791,1180.052727,1576.910571,1621.450392,4889.556088,1394.415133
2010-2014,972.8549998,534.6163882,530.503912,1032.965887,2744.836924,4779.375023,609.2917065,1276.170381,2270.796763,480.2565489,754.8190438,1107.130092,163.7236339,753.312077,2256.247537,2498.295121,467.7481806,860.3642789,724.4664453,1406.88405,476.1525649,1242.311266,94.74547814,2300.751785,250.2375894,289.0966573,1059.519847,730.5663289,1192.35548,2233.536337,248.6029909,608.7510285,2431.562176,924.9141662,1623.342863,501.3826117,653.7262386,3474.939703,3033.727875,1005.830415,3105.054371,4166.224,1037.228855,517.2360277,296.0499489,934.2414897,221.5550582,4923.072807,828.2907826,4074.450517,1814.636429,962.6684609,2160.341535,487.8634264,518.8282167,533.3765994,228.1778972,1547.837824,342.9048567,281.0131189,1392.71512,2554.829452,1736.755988,742.5174555,1651.309584,3256.05132,1508.602821,1259.254417,925.4864122,461.2161761,2609.786277,1154.772635,1112.086595,1427.250517,1500.143353,4570.69528,1266.246197
