Category,Albany Park,Archer Heights,Armour Square,Ashburn,Auburn Gresham,Austin,Avalon Park,Avondale,Belmont Cragin,Beverly,Bridgeport,Brighton Park,Burnside,Calumet Heights,Chatham,Chicago Lawn,Clearing,Douglas,Dunning,East Garfield Park,East Side,Edgewater,Edison Park,Englewood,Forest Glen,Fuller Park,Gage Park,Garfield Ridge,Grand Boulevard,Greater Grand Crossing,Hegewisch,Hermosa,Humboldt Park,Hyde Park,Irving Park,Jefferson Park,Kenwood,Lake View,Lincoln Park,Lincoln Square,Logan Square,Loop,Lower West Side,McKinley Park,Montclare,Morgan Park,Mount Greenwood,Near North Side,Near South Side,Near West Side,New City,North Center,North Lawndale,North Park,Norwood Park,O'Hare,Oakland,Portage Park,Pullman,Riverdale,Rogers Park,Roseland,South Chicago,South Deering,South Lawndale,South Shore,Uptown,Washington Heights,Washington Park,West Elsdon,West Englewood,West Garfield Park,West Lawn,West Pullman,West Ridge,West Town,Woodlawn
1999,42.77792800072215,42.13066595772271,44.61697932865869,36.54851604486593,34.23968965800314,41.95965152114313,35.90191154778814,46.12795449,40.09803868671158,34.174517886516924,41.80251387625482,40.00073747204949,34.64151671913927,34.497289528782034,35.33571410687628,37.34941741925791,41.12474224582566,39.263443981334014,40.25609992661093,41.24124335131272,37.812753921787504,46.26655310539999,48.19673430200522,36.000223107808004,43.68948654909399,39.49839235527782,38.99630665753906,40.87864903122267,38.003522992293874,36.01525352656246,31.12318797,44.20128892340116,42.52166806440175,37.74787316190331,44.98100593982748,40.77712168137429,37.98474147756238,47.47265032648126,49.46272592823878,44.06065427586786,47.252460868948425,91.13359206,42.66284410630631,39.496082294815295,38.23339537429176,34.006861572621126,37.53651200707358,72.58147317229206,44.334440744739815,53.68911468432166,37.49374029089974,45.63199949937424,40.47284425,40.358584294611646,41.95239789308063,42.43593839439803,38.85064666583228,40.67776154147102,35.415763211377275,30.584720164971884,42.20324857852549,35.19389942096189,33.88365667894209,31.974987839834704,39.173887769036334,36.93872778830592,45.13088635196642,35.14483690725436,34.99107978,38.844850397931246,35.415046186659666,40.73522598809373,38.51232997990029,32.957603025639045,41.16211004064985,53.74018373501767,35.35247875856818
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,42.77792800072215,42.13066595772271,44.61697932865869,36.54851604486593,34.23968965800314,41.95965152114313,35.90191154778814,46.12795449,40.09803868671158,34.174517886516924,41.80251387625482,40.00073747204949,34.64151671913927,34.497289528782034,35.33571410687628,37.34941741925791,41.12474224583127,39.263443981334014,40.25609992661093,41.24124335131272,37.812753921787504,46.26655310539999,48.19673430200522,36.000223107808004,43.68948654909399,39.49839235527782,38.99630665753906,40.87864903264106,38.003522992293874,36.01525352656246,31.12318797,44.20128892340116,42.52166806440175,37.74787316190331,44.98100593982748,40.77712168137429,37.98474147756238,47.47265032648126,49.46272592823878,44.06065427586786,47.252460868948425,91.13359206,42.66284410630631,39.496082294815295,38.23339537429176,34.006861572621126,37.53651200707358,72.58147317229206,44.334440744739815,53.68911468432166,37.49374029089974,45.63199949937424,40.47284425,40.358584294611646,41.95239789308063,42.43593839439803,38.85064666583228,40.67776154147102,35.415763211377275,30.584720164971884,42.20324857852549,35.19389942096189,33.88365667894209,31.974987839834704,39.173887769036334,36.93872778830592,45.13088635196642,35.14483690725436,34.99107978,38.844850397931246,35.415046186659666,40.73522598809373,38.51232997990029,32.957603025639045,41.16211004064985,53.74018373501767,35.35247875856818
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,42.77792800072215,42.13066595772271,44.61697932865869,36.54851604486593,34.23968965800314,41.95965152114313,35.90191154778814,46.12795449,40.09803868671158,34.174517886516924,41.80251387625482,40.00073747204949,34.64151671913927,34.497289528782034,35.33571410687628,37.34941741925791,41.12474224582566,39.263443981334014,40.25609992661093,41.24124335131272,37.812753921787504,46.26655310539999,48.19673430200522,36.000223107808004,43.68948654909399,39.49839235527782,38.99630665753906,40.87864903122267,38.003522992293874,36.01525352656246,31.12318797,44.20128892340116,42.52166806440175,37.74787316190331,44.98100593982748,40.77712168137429,37.98474147756238,47.47265032648126,49.46272592823878,44.06065427586786,47.252460868948425,91.13359206,42.66284410630631,39.496082294815295,38.23339537429176,34.006861572621126,37.53651200707358,72.58147317229206,44.334440744739815,53.68911468432166,37.49374029089974,45.63199949937424,40.47284425,40.358584294611646,41.95239789308063,42.43593839439803,38.85064666583228,40.67776154147102,35.415763211377275,30.584720164971884,42.20324857852549,35.19389942096189,33.88365667894209,31.974987839834704,39.173887769036334,36.93872778830592,45.13088635196642,35.14483690725436,34.99107978,38.844850397931246,35.415046186659666,40.73522598809373,38.51232997990029,32.957603025639045,41.16211004064985,53.74018373501767,35.35247875856818
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
