Category,Albany Park,Archer Heights,Armour Square,Ashburn,Auburn Gresham,Austin,Avalon Park,Avondale,Belmont Cragin,Beverly,Bridgeport,Brighton Park,Burnside,Calumet Heights,Chatham,Chicago Lawn,Clearing,Douglas,Dunning,East Garfield Park,East Side,Edgewater,Edison Park,Englewood,Forest Glen,Fuller Park,Gage Park,Garfield Ridge,Grand Boulevard,Greater Grand Crossing,Hegewisch,Hermosa,Humboldt Park,Hyde Park,Irving Park,Jefferson Park,Kenwood,Lake View,Lincoln Park,Lincoln Square,Logan Square,Loop,Lower West Side,McKinley Park,Montclare,Morgan Park,Mount Greenwood,Near North Side,Near South Side,Near West Side,New City,North Center,North Lawndale,North Park,Norwood Park,O'Hare,Oakland,Portage Park,Pullman,Riverdale,Rogers Park,Roseland,South Chicago,South Deering,South Lawndale,South Shore,Uptown,Washington Heights,Washington Park,West Elsdon,West Englewood,West Garfield Park,West Lawn,West Pullman,West Ridge,West Town,Woodlawn
2006-2010,68196.91231,70141.42265020094,39627.31506,88650.53194303112,52251.43593761752,50811.63502109502,63249.78903,70610.88379234227,63577.636543589855,128112.68932191182,64674.31877591031,55004.82821,45282.821459245,78610.60819,54914.22708429656,55486.510430940856,80995.08634486173,56410.24344212446,88724.02004766287,35044.17755799763,56228.67922,73757.68376687937,115154.43652027004,30305.22583694696,133189.31856970923,25241.27415354345,56061.186289530175,84845.01976565797,48220.10893902869,41115.57135553405,70751.35806443657,62058.12855298138,40199.189922180325,69929.97703507819,84280.88762345006,88843.63038168504,61953.3236149954,115618.5403,126805.70873491486,87331.07142086801,79993.96341103785,115279.66797750776,53973.71455810826,60728.91839446322,68313.51310808482,75192.18717114435,116859.46164754553,102990.25157628584,94253.18104122308,82851.64339580807,59085.15140694978,116848.05330849372,37964.22348416705,78308.40348,97241.03702612124,75338.78123205178,30733.229411509,76151.87704638235,50100.38583194276,20125.43811023832,60802.88550503931,59814.27207105181,45404.58986273809,43785.43639000755,54755.185380456496,43719.048724559936,66433.52309358276,64299.11527,39908.91788491947,71776.29270721211,39275.240554169766,34427.83416,69192.20319152084,57976.35957239422,74936.88097755067,95913.90237639972,40896.424076675925
2007-2011,65726.51426550496,63649.21754820968,37860.41118,89388.21105982608,49021.726302884126,49960.61490487092,61511.985408219305,68637.19433855997,61762.26649475496,128295.17746649087,65108.60359042713,51591.68013265859,48670.65630753634,79169.63259239562,51718.01319643192,50734.01282,77027.11412136572,47743.257623196725,85735.65516787674,34429.00074923993,55776.0516085892,71385.38579,116804.32844711162,28888.34695283624,130863.94773904148,20868.37837659484,56727.850725309865,83570.78641,46090.20250146971,41237.86517788711,68024.68664574785,57760.503436193874,38208.26497533651,76929.00638605986,80476.69792175347,83599.65245169669,58751.55181490772,113235.99430595788,126277.42414196374,85123.82855353228,79261.07874369189,112059.5866851866,55372.06618000345,58139.05813503585,62297.98461521367,75690.98264596304,115512.63808743298,104619.10656174734,90173.21796724013,86256.04846458531,59397.00214205359,116947.0382233123,38318.0350790564,73406.28284710468,98276.48966250411,72423.55735226657,27709.37029953929,75165.73839130696,56087.58676760646,19862.878927765785,60561.90044287069,56322.47656580756,43145.12333210751,42115.12576422282,52800.85266227755,43090.10245356025,68509.60015737916,61222.15114342984,43246.096232136784,68953.10520118165,38297.26454329883,35662.22203105427,69453.89011107382,55918.57437280816,74192.53786910832,97200.48671681056,41281.66430909767
2008-2012,66277.49623356742,63756.84532057603,28889.460996545888,91985.21716085987,43322.232348623525,48289.155980757685,60011.42050699202,67113.37721622651,59482.93372353182,127736.9963684504,67149.80644,49998.75945450782,37697.63143628045,75130.60981938944,47003.01304999968,47430.91376137064,77981.64438,49698.38834830648,83274.74978,32909.70182663263,53061.63984834103,70978.78308346865,113368.69765421136,26582.476535268823,129005.50853334607,22731.810486073147,51218.14348634545,81299.94273999543,47129.712517191525,39641.17226033447,64797.50694937711,57367.451102102365,40587.10210497159,82454.43312460856,77129.82793117828,82885.77504236567,58036.329532707154,112468.91412315224,125932.98386951927,81686.68746812199,84982.67183862044,109535.6610356054,48948.62842677064,55125.44712016941,58246.35067744242,75729.89766570444,118822.297635272,104894.41183163149,86382.72369810496,83512.21656169466,54574.88474827823,119085.76175176456,34190.46429,79158.83604922114,94421.00730941317,73021.14193582613,30487.754187550385,75235.39993108416,52400.36854587307,19973.29803629013,55625.69418199058,53302.13056512408,42439.07924981523,38984.55955315441,53361.09765957058,44437.644458985305,65809.40578,60497.3184854264,41847.386482621805,64038.444545586746,38138.92769437164,35594.18805009848,65063.47325395522,55652.16286128721,68781.18302387242,101135.97610442089,35684.91798018252
2009-2013,68956.55879812971,69669.10621244973,33327.083922735765,89662.75247153388,42602.740677765614,46696.03917,60490.33648937023,63339.84894337685,59244.10227758232,130017.44993547926,62047.762301874114,48481.93816258038,25739.46827567329,74834.4189,46366.75975,46414.31208762175,82224.28839172276,49475.55312720586,79517.78792929454,32786.96343782565,56332.69195591614,70977.36247682883,106991.91181491196,27452.47614792704,121545.04546632848,22887.642460148047,48800.01719851458,79845.09218,43616.43007,37934.921522936726,68125.50484,52429.91900978515,40573.98019543312,83202.89069734688,72097.29185,81735.05591,56525.957344549846,112417.51233003051,125627.5587553272,81714.43975,83903.43052417084,120629.02370804176,50258.88207759694,54232.67730564006,58559.89848783703,77485.13040450413,112801.0914337374,105771.81757197736,86944.84360213278,82561.67443874702,55321.671213135385,113565.73626677303,33726.37967968934,80242.64516146436,92805.76076826586,68676.64404,29200.824361222505,73278.88873,52659.11536782252,19406.48122096493,54645.33358835823,52460.69459526385,40455.172158695816,38356.171424076376,46820.50091063654,40953.13519804851,67942.76824835708,58329.27900852994,40330.833580098806,62485.05936,37366.98119169912,33021.69801065685,64900.47063449843,49624.30679945164,72342.90763254992,99326.62862798834,33360.85812727749
2010-2014,73910.61639140792,59185.98358582852,31339.79335182328,87395.24126970494,42281.69580752451,45691.42559080605,58977.01004044701,61107.314430492566,58047.71675516292,128343.70102109156,57787.795580206046,45794.75415362128,33547.601195607625,69010.99881047549,48938.91938691689,43695.46973885326,81789.38906930183,50097.31695626211,78700.35824299596,29471.82201211625,55061.58625773435,67960.52151090023,106132.88478404644,25518.045384489276,130999.23045183936,22847.682874973725,49126.11253310481,80172.44413269266,41981.72263734514,36046.5945042824,67548.30750537643,49752.24351869243,42152.29572841912,83193.25151900908,69540.53773720769,89477.32834914996,59539.75983255075,113244.896154437,127758.1061292121,84269.76415311142,84306.22009434919,128005.4492638676,46956.98548975617,53465.77952002581,54809.55228946395,76828.90486972031,116174.01281978594,107961.83516025316,85441.95942239834,80636.68311498132,50939.68471753284,114754.1948335767,33635.29707018105,76437.72034095738,94577.95165229969,70741.25078341908,36738.73915725012,73893.01994572362,49645.19175980334,19449.34686840765,51218.14925938528,52569.030472169856,40251.94204,33078.17498795895,44749.14550978218,36627.37939129626,65927.84579188221,57581.200562518185,38892.37927860093,60209.763575784746,37000.77956889394,34695.92878490899,66976.20460336373,48295.30377390863,73742.98472469408,101301.72870937556,34075.50554
2011-2015,73135.05248258723,59697.20993352735,31093.23084681453,83181.34366408568,40057.27295355175,45887.749263241705,52986.81878226025,59283.11016057766,58510.37381190938,117286.79270977784,62043.455610073695,45923.846803682434,30687.188544750683,66635.30229671355,47987.98318239319,44500.72853680633,81796.48712415899,45895.90650056685,77269.38779797424,29284.05028843624,55304.44999194468,70708.53387,109103.61445135798,27849.473820248862,137955.88868905357,24940.037578874835,50114.638012923526,80257.64776,40474.98046721294,36031.18164401717,68286.88518926947,53131.05248801385,41403.7954661796,78783.36320936146,73585.46843,82193.65484167576,60948.10227615722,115925.5308506578,134329.5537191459,86422.35610682101,90451.8423698834,133445.9054705741,49666.24074441128,56683.78866752984,59527.28312263223,75428.59533,115064.72014974857,109626.63843677344,92816.30078544948,87058.31981377475,52405.81251664058,116701.21520450218,32433.564915173825,76222.81039848024,98602.73832532667,72738.63592,39107.80764335895,75741.13954520867,47478.73727,19896.54842600685,49088.275073293655,51299.78377230369,39796.66676552609,30531.29872224788,46027.75598967028,35398.04667226311,68037.23762701257,61454.42745737392,36065.02042682147,60255.63320383184,37742.58157995492,32555.184716830805,70679.83434721336,48028.03368910667,66055.05655542649,105457.49402482568,33312.296
2012-2016,76593.80996934304,64997.25649,32354.22817607692,87783.03165717158,40103.25794178777,46440.55836656925,47053.594297219366,62730.26335016426,60371.09033413676,119840.36028945894,60065.27022574557,49805.34177,30902.472547486366,62369.90855975391,49511.71479654966,42755.60394011517,83981.98063887071,46733.97711646344,78839.32008,32819.61436122616,53956.86580930872,72042.58227145877,112478.87572251551,28328.792419634363,146273.52831758704,28455.64896656048,51437.81583984583,83896.10909844287,41102.27673,36285.640086420375,77811.49378033185,51753.71852134469,45044.06362836727,75365.38666,82514.02268292998,84758.01159705805,62779.30175692213,119169.09149757482,135045.29259111753,91604.98988949772,93276.191927044,138845.6465152503,53646.9816977302,56239.187647742096,64882.03474412719,73428.43364061083,116182.1544161367,123005.81649795336,104852.3159111056,85027.90635727021,51462.052788023975,127745.0542683708,33843.809644826964,74466.64683385128,97173.95208879768,75893.28043104787,38189.18103030796,76784.89449749255,47775.58633617448,19083.87218959985,49554.028565890825,49898.85465965543,38156.75977588031,29988.27801,46463.414768462215,35577.98926366752,66133.28662158347,62019.359572625326,31372.10426779609,64745.92172774836,37096.11143470096,31313.02637091856,68895.17858452561,48566.08290370775,71746.54722863504,108311.15143342088,33427.020338882954
2013-2017,78001.90011018327,63218.09529439762,32942.35586829597,83993.67203828644,41743.030649132816,46543.51101409031,49717.53230444135,68403.89620194776,61459.91939367905,130512.34457025328,62389.72202,50142.35563038291,31848.64555758367,60281.22261962383,50608.447993368594,43681.02881,84253.51439452461,49426.08208617889,82759.39896880064,30703.18068539082,53301.27296,73783.46879290686,124280.73567555894,27082.770187221184,145762.40282497325,30627.505949512008,52115.701978786106,86652.75158897195,44954.32499076215,36158.26463531808,70465.10997456188,50685.31335435904,45214.44615055486,75805.02169723735,84108.63172047702,93864.88387360738,70004.34965801994,123471.76199402992,138928.26342522586,98684.67392398969,98545.38128815102,142058.79672718156,57689.43019496673,57974.20397862787,63266.26827,74008.73999551246,118798.18428327148,118698.65639593182,111240.26276066604,89093.81249,51593.22434603392,134267.41507160818,36543.79983070301,77256.77805400411,96181.81991537994,77878.48855993467,38464.98049127469,80388.61592,49363.30610941343,17801.638894596384,52356.62339685541,50216.41656645506,39337.089132164976,30146.468722921785,43546.06689576263,33886.28614780352,70675.34754399063,62180.76559998015,35396.42333924001,67684.49726925419,36926.50321669664,31012.728360589525,69387.94567897037,48824.32004960877,71812.19768862317,116367.38868612914,35168.68007242002
2014-2018,76691.29076886066,58385.02967,35485.76277330132,87566.34747,43817.18613549376,48928.54491446755,54081.13752043082,77556.42012569017,64382.19664528874,135956.60384810946,67232.22819890993,50897.77091600561,31545.01664991397,58789.26500026127,49205.76213651204,43468.82564730865,78243.81991221324,49200.220667120026,86837.08951689281,29654.61960240973,55723.54801350518,76789.17668,124937.4229702198,28711.87645250404,144519.32311910266,29758.066158733764,51882.06819509531,90661.9037,45530.878890653934,34643.20376785206,64279.03603861456,53242.55191926135,47127.86063208021,89151.77544031852,89170.53663,96413.49299417523,68551.66520954494,126600.83038360102,146376.77345823936,97720.06046494684,103339.80759128324,147339.53121568664,59526.55871004504,58261.40155262218,55989.47550013991,75128.54724872585,120624.0293586504,124667.16014774713,120807.49234689798,89632.58366203656,50552.549603946994,142829.73188484373,35973.89060382132,73948.28921568915,100359.9322650808,70818.59967488325,36375.88598347752,82474.87066103342,48007.66561133394,17429.987343183624,51976.03759702949,49531.3439766029,42065.34506814722,34492.83886,43127.17180801278,40209.116778805845,73448.68930942056,62564.09505431727,37695.646800501614,70633.78230803687,36109.49741587933,31652.448256128675,68620.21714,53370.39849,69672.00545323105,121886.0013469666,37473.66256064106
2015-2019,79134.47453039112,65367.36416070985,38856.96390164489,89103.78677,43559.42863313818,49939.54629512685,55909.59310816522,83491.71774207051,65128.77667746182,131257.9801,72039.9728,51733.23574869406,35417.212750756524,56818.237453090456,52135.84955785659,45107.66689223238,74763.36511541961,50425.28768414282,87021.66248,30225.87953099246,62099.15849949917,83246.67342678284,129245.33097432992,29563.16138921417,155560.5153855857,29697.28597198001,52916.48046492899,92769.6085292468,47270.63546109005,35970.58703750365,67319.97711802357,58405.3763079416,48157.54487,77592.43593576628,92002.96738251418,95036.3298082702,68247.03779498857,131081.7007084366,154709.6627396529,104599.22068440584,108618.74234715367,143570.39573294483,63092.76176517144,62205.49478595431,63359.72783902841,78297.47732622396,122267.83468980402,128781.70333523996,129664.17058986174,93434.12499,55362.86929830696,150961.61408738542,37062.14283442622,73915.38930043112,102679.35532458828,72587.08683279422,41764.34615694096,85832.75980557717,49163.18856849284,19080.46090548621,53556.35647387074,50943.84555620846,47373.19462056593,36513.12824336364,43123.14688029334,45021.44388,76014.84581675082,66095.42828935989,33939.52298933607,75857.01861931154,34026.39144333886,31690.97039490355,72867.11992984996,54354.03595231469,75165.61370715719,130529.79296302704,36199.50501623907
