Category,Albany Park,Archer Heights,Armour Square,Ashburn,Auburn Gresham,Austin,Avalon Park,Avondale,Belmont Cragin,Beverly,Bridgeport,Brighton Park,Burnside,Calumet Heights,Chatham,Chicago Lawn,Clearing,Douglas,Dunning,East Garfield Park,East Side,Edgewater,Edison Park,Englewood,Forest Glen,Fuller Park,Gage Park,Garfield Ridge,Grand Boulevard,Greater Grand Crossing,Hegewisch,Hermosa,Humboldt Park,Hyde Park,Irving Park,Jefferson Park,Kenwood,Lake View,Lincoln Park,Lincoln Square,Logan Square,Loop,Lower West Side,McKinley Park,Montclare,Morgan Park,Mount Greenwood,Near North Side,Near South Side,Near West Side,New City,North Center,North Lawndale,North Park,Norwood Park,O'Hare,Oakland,Portage Park,Pullman,Riverdale,Rogers Park,Roseland,South Chicago,South Deering,South Lawndale,South Shore,Uptown,Washington Heights,Washington Park,West Elsdon,West Englewood,West Garfield Park,West Lawn,West Pullman,West Ridge,West Town,Woodlawn
2006-2010,51813.07942,13043.67606,13633.64162,42556.43893,53103.31738,99776.65071,9815.746539,39996.87675,80249.62817,21580.00455,31560.39783,44391.52198,3412.874623,14937.41564,35197.53112,53980.43925,24108.15093,16914.68475,42605.15466,19876.95544,24958.65706,47623.3923,11116.95895,32964.81593,18808.78825,3111.740353,38528.83233,35357.97024,21878.30303,34903.21691,10642.92897,24641.97583,54117.20828,20617.90246,54791.53615,26687.47456,14345.07373,87028.28678,58240.01196,38354.99532,74552.33586,18906.71146,35308.67146,15647.57973,13113.44529,22213.70357,18503.21199,70014.10194,14607.18982,49893.37818,43564.63391,33449.98215,35139.24642,18853.20674,38270.67556,14842.39078,3457.484755,63617.37682,7772.921765,5888.075449,52358.73868,47747.53932,30897.20986,16279.39229,72808.47846,43148.41608,51508.16733,27540.95101,10481.10809,17779.68836,38930.61108,19324.59327,32611.97533,32229.63701,72051.62804,83570.59785,21808.36621
2007-2011,53839.57069,13113.67172,14290.50211,43109.85099,52637.99398,98518.65074,9897.650047,40046.1633,79387.89049,21331.96615,32164.8236,44784.51275,3355.152522,14843.79407,34211.85472,54678.16497,23895.89396,16338.91307,41448.38192,20708.48542,24838.85264,46573.20227,11225.05772,29762.54075,18802.67597,2824.894698,38112.69917,33840.90245,22284.33448,33991.20254,10232.81558,24771.67904,53447.19913,21602.61756,54403.09465,26073.57342,14149.32847,86636.34519,57605.89766,38490.1142,72898.95585,21310.4278,36880.98858,15980.72829,13326.30824,22229.68536,18359.13406,71898.81277,15436.64171,52014.17303,42225.01426,33578.83261,35847.44822,17929.46146,38000.31863,15747.49942,3465.744783,63751.26871,7473.242749,6422.323642,53958.60719,47283.35668,29590.8988,16687.97901,72766.5141,42422.13511,50018.88462,26518.77808,10761.71161,18106.10281,37937.64281,18966.4664,32595.58105,31849.8846,73855.1606,83031.29475,23081.52509
2008-2012,54015.51855,13522.03386,13751.55213,42958.13919,49723.90053,98381.857,9494.592068,41546.09274,77931.65122,21246.75746,32394.83507,44330.87224,3488.284401,14366.56577,33409.82223,54668.10673,22761.86772,16542.0446,42075.67035,21311.56924,23273.57884,46662.13537,11173.43603,28768.69137,18526.56985,2981.76697,39190.224,33853.37442,23147.15022,32940.58878,10062.54272,25131.16949,54032.04952,21602.68461,56453.2361,26742.78867,14434.33999,86513.4843,58227.32278,38559.21012,72839.43447,24850.59861,36355.1264,16448.0149,12442.05532,23208.90921,18482.24094,73196.01952,16427.39366,54286.23042,42075.70274,33480.83423,36080.68151,18718.37155,37904.40934,16528.19241,3854.647908,63595.40059,7315.605512,6802.347997,54893.38518,45376.97619,27912.16181,16456.11439,70525.78324,41509.30631,49785.31636,25928.32011,11147.28589,18841.28825,35511.88127,19374.28421,32861.72039,30436.03836,73688.76992,85124.71974,22549.88009
2009-2013,54136.8549,14217.40033,14153.50124,42990.93266,49037.54342,98211.80761,9818.04455,40269.34565,78327.83491,21779.65826,32614.40476,43740.43185,2821.74098,13838.30204,32070.12345,55468.32066,23445.1573,16502.89149,42364.61988,20702.60254,23255.78447,46748.37431,10874.54548,28298.68258,18696.27917,2863.76639,39281.12683,34627.52465,22611.6431,32880.13397,9722.149228,25324.84015,52470.50364,22163.88317,56779.24922,27180.57611,14217.16643,86619.29534,59328.5864,38598.68783,72946.19601,26771.40356,35133.71677,16550.7576,12325.1656,24099.78387,18404.80497,75564.87091,17064.41472,56016.74178,41714.50847,34594.99509,36180.72649,19201.04568,37723.80159,16670.19639,3929.163278,63571.47716,6986.072626,6984.631446,54500.36875,44585.00909,27497.80981,15755.25931,69922.23661,43073.72078,49156.04104,26150.15775,11531.2731,19375.72645,34843.99507,18715.65936,33108.05904,29480.55109,73288.68588,84709.52911,22570.8204
2010-2014,53052.35197,14085.47204,13885.14183,42980.50365,47715.89024,99911.65767,9964.572381,39125.28822,79116.53167,21025.10914,31907.00471,44297.70906,2604.224191,13384.58335,31663.78633,56160.942,24499.96744,16719.4902,43010.32368,20274.81076,23434.36928,46261.66451,10983.9587,27240.53034,18462.48496,2609.215675,40077.99505,34661.94124,22526.03101,32919.28161,9246.199924,24900.35489,54200.16965,22095.10103,56426.67582,26943.54591,14124.43889,87628.35303,59540.45596,39472.44399,73131.82465,28385.05926,34770.85847,16457.87389,12881.82266,23748.06962,18365.18784,76519.45994,17765.41855,59030.0003,41557.95563,34877.43823,35638.34347,18043.31517,37233.67549,17021.98336,4105.357132,64404.81751,7021.821534,7162.067606,52402.39378,44356.41546,26895.50902,15579.11576,72847.13098,42818.39282,48729.28675,26338.83246,11648.31768,19028.7205,34483.27526,18888.17386,33382.22221,27853.01282,73004.57056,85335.27693,23581.91115
2011-2015,52208.5427,13383.12453,14047.22942,42921.88287,45936.25028,97850.87396,9686.492551,39730.65856,79250.6307,20845.49775,33897.34175,44367.48987,2587.231719,13716.07638,31519.65592,55406.42217,25009.56755,17595.3616,42981.77837,20667.06769,23521.2993,45840.2062,11346.61338,26070.4305,18423.44797,2526.593704,40893.06138,35544.3632,22744.60603,32424.10619,8866.301854,25548.26318,54701.8595,22373.76842,56454.90006,27230.80187,13680.2593,87630.31105,60352.4426,40681.95769,73641.93365,30866.54738,34213.66126,16342.7381,13014.08902,23463.2763,18790.92864,77723.29226,18052.28228,61902.80923,41036.15152,34689.0367,35295.40914,18423.24529,36831.71843,16263.08404,4039.685422,64823.83147,6553.859864,7064.899251,51605.18878,42593.11377,26380.07143,15317.19143,73793.00167,43158.84384,49755.23157,27015.13113,12082.03607,19056.97898,32382.45232,17737.3259,32659.32344,27659.38129,72200.56719,86578.27667,24533.4889
2012-2016,51701.42415,13357.41622,13679.62923,43448.49701,45862.52505,97816.01354,9712.826578,38201.62764,78199.18228,20867.4978,32802.41569,44416.51738,2429.676405,13289.91705,31108.31605,54118.83742,25248.4313,17889.66297,43399.79144,20236.51119,22709.73444,46320.30236,11140.88568,25971.33314,18611.97681,2447.540965,40607.07527,35456.08126,22628.01738,32526.65447,9062.984675,24508.2395,55934.00197,22102.48356,55354.00159,26727.31718,13382.82076,88879.25489,60700.4131,41405.23052,73739.3763,32491.57731,32820.14511,16071.18856,13034.14003,23544.30572,19035.42114,78286.98419,18635.56401,62685.38813,41126.20539,35006.62503,35437.38429,18728.70517,36742.12603,15759.34847,4099.766763,64499.03972,6670.606608,7353.074556,52380.80592,42417.72318,26077.15476,14648.61006,73926.961,42483.18086,50931.36239,26951.21378,11869.15223,19791.49542,31044.55973,17494.11598,33501.51174,27252.07909,73710.15622,85415.81329,24062.78959
2013-2017,52123.08576,13266.38962,13447.80008,43962.54588,46375.13165,95472.01314,9900.021093,37378.68837,79996.03319,20855.50014,33638.3145,45004.97148,2242.710061,13171.75266,31237.6856,52957.48924,25936.32464,18059.66315,43644.33366,20011.54475,23488.21763,46677.40764,11742.98888,25025.24062,18977.16124,2421.150666,40560.3918,36356.73815,22898.81088,31835.12199,9294.356659,24202.82175,56107.45544,22193.25788,54541.44682,26781.34315,13502.26187,89243.65815,61179.78798,41641.07177,73056.09285,33303.92705,32713.49154,15773.78953,13824.26975,22899.81099,19283.21551,80742.30638,18986.56269,62996.70569,39594.65423,35853.08509,35958.68428,18823.89033,37676.31509,15064.61237,4179.917938,64289.22338,6659.361888,7366.055605,52041.01371,42527.58309,26832.25158,14632.67342,74781.49859,42388.70521,52550.05492,27346.12289,11502.33307,19075.725,30159.19426,17158.37298,33015.30095,27416.29759,76199.37068,84591.15014,23407.48018
2014-2018,50474.74665,13178.41356,13768.80798,44160.60882,45362.69774,94982.42342,9660.057472,37918.91455,80741.1646,20470.04394,33832.5109,45227.64278,2323.971864,12940.39552,30810.32836,51850.10169,25777.41724,18569.04198,43990.58126,19741.44305,23972.40979,47993.62146,11714.22904,23745.17141,19069.82678,2382.072325,39001.19833,36372.20231,23193.43983,30871.5076,9116.961917,23543.64791,55842.0467,22609.52191,53601.7094,27961.49763,13558.77,89422.56782,61994.13253,41642.09383,72820.16326,34990.44798,32628.26572,15927.25101,13851.24733,22225.16384,19348.88965,81566.7157,19484.53868,62849.54812,39499.66308,35767.84226,33869.15658,18434.723,37905.75011,15414.72956,4232.054738,64936.44788,6859.982594,7231.495006,51985.01521,41199.29326,27463.28287,14720.42087,74861.50611,43021.50958,53226.52407,27247.60197,11354.93483,19199.77595,28462.23097,16943.82165,32089.49404,27137.58685,77194.7566,84253.74066,23140.92948
2015-2019,49941.76563,13816.24924,13585.42411,43537.90972,45992.39708,93940.66633,9589.463276,38127.17523,78649.24767,19826.53254,34483.9015,44347.37761,1996.719897,12798.74046,31122.17415,51182.39342,25018.2294,18763.46336,43400.97756,18950.7186,23448.75298,48691.02556,11254.8028,22874.51699,19361.55814,2396.551147,37204.52762,37113.7674,22636.70095,30215.36337,9003.049938,23534.166,55049.31958,22487.8871,53468.35356,27475.35983,14201.38874,90172.37814,62535.37409,42033.84187,72410.23576,35958.49753,33050.02182,15188.12425,14305.19501,21594.81594,19196.88304,84576.02433,19810.00614,63280.09464,39458.48823,35603.0292,32086.48003,18896.62848,38676.02969,15655.21018,4425.440249,64579.12901,6881.377037,7325.656375,52553.20678,39252.98949,28332.44888,15488.0447,72091.38308,43755.22352,53663.31725,26635.00775,10969.04305,18992.53725,26567.53568,16414.88891,31799.90351,26700.34413,78444.20231,84714.80834,22922.63445
