Category,Douglas,Dunning,East Garfield Park,East Side,Edgewater,Edison Park,Englewood,Forest Glen,Fuller Park
2009-2013,46.786310764810914,54.166224624180494,26.402846600176563,40.93852542176578,56.98434820354762,76.63411646992088,20.890895106293666,76.50344370230151,27.308346269140056
2010-2014,46.55955143727116,56.36349951068098,23.829144926590377,40.27147208715923,57.73723699088077,76.31678701098531,19.67516229410354,74.16406471334346,29.136489652743933
2011-2015,45.78655837758554,54.724382544560534,24.538597442014975,41.00711094415289,58.07870685463473,78.42680547534994,19.027040784630373,75.35851023,27.68380540705354
2012-2016,47.60310635932021,56.08299444845848,26.374812320375213,42.46786498441918,55.40604731454193,77.95659511,18.963781461165595,77.68530017394265,24.869996097246812
2013-2017,48.193415503834075,56.063442650211165,25.44224028262228,37.95834275,56.262638370386675,75.47720555201408,17.658836435987048,75.81825372469548,25.54888411720984
2014-2018,47.04390333452361,57.20197283292912,26.496983800595128,38.96857715919168,58.045129363774265,77.66390089576925,21.28834187437062,72.63885186177119,22.961272292769483
2015-2019,48.04664807,58.57104319493101,29.47451795264824,39.04590205140466,59.487453287937754,77.78851086,21.18940737763566,72.88152721,21.128387127961737
2016-2020,44.79572243963299,60.08989983,28.93219803845776,46.395215877777915,57.80037116388625,80.86000584869039,20.033733221645505,71.07268650296051,19.48972748208739
2017-2021,44.675734492816105,59.69717324159173,30.442995983205478,45.26443863658275,59.438066807656384,81.74723988475682,22.52297656473685,68.80063075980847,23.003048710366294
2018-2022,45.91542291537587,60.624535081442914,32.50395135052963,46.778405811940615,60.166043749041656,80.78678441939816,26.568222245136933,68.27985538314118,23.063483445881452
2019-2023,46.86027500741249,61.22882992674898,32.73194049847909,46.775888846265964,60.33345253008411,81.49462542176282,25.725863714130732,66.62920906526696,27.022867289617395
2020-2024,45.14597884990372,59.759854338696485,33.043182004160556,44.40619971983789,60.35548221864707,79.38673690027665,28.221948861969455,67.11980891697104,35.73888845496997
