Category,Albany Park,Archer Heights,Armour Square,Ashburn,Auburn Gresham,Austin,Avalon Park,Avondale,Belmont Cragin,Beverly,Bridgeport,Brighton Park,Burnside,Calumet Heights,Chatham,Chicago Lawn,Clearing,Douglas,Dunning,East Garfield Park,East Side,Edgewater,Edison Park,Englewood,Forest Glen,Fuller Park,Gage Park,Garfield Ridge,Grand Boulevard,Greater Grand Crossing,Hegewisch,Hermosa,Humboldt Park,Hyde Park,Irving Park,Jefferson Park,Kenwood,Lake View,Lincoln Park,Lincoln Square,Logan Square,Loop,Lower West Side,McKinley Park,Montclare,Morgan Park,Mount Greenwood,Near North Side,Near South Side,Near West Side,New City,North Center,North Lawndale,North Park,Norwood Park,O'Hare,Oakland,Portage Park,Pullman,Riverdale,Rogers Park,Roseland,South Chicago,South Deering,South Lawndale,South Shore,Uptown,Washington Heights,Washington Park,West Elsdon,West Englewood,West Garfield Park,West Lawn,West Pullman,West Ridge,West Town,Woodlawn
2006-2010,67.11670498,63.14912171,63.20931934,82.42727762,80.96492359,74.87125838,86.80834215,75.06227253,62.36221646,95.19233877,74.71197332,52.47736085,81.44079817,88.5940318,86.71037463,70.45587406,81.81588343,83.46985181,82.25695097,72.50217553,63.43014203,91.31387545,91.47510596,71.15454319,93.96003069,67.14461643,46.63694027,78.72760163,82.42688751,81.10635031,82.70076355,59.31308864,63.29491863,95.97580053,80.19382384,86.16925115,87.65693493,96.81339546,95.13969906,87.53335225,82.72830591,95.08972431,57.65819748,67.32473468,71.23331608,88.64312455,95.51220558,94.20564391,86.69842788,83.52889355,63.64283378,94.19117536,70.21016806,84.15032613,86.63255888,78.3332801,82.78731359,81.73677749,84.96246496,75.32756904,81.86712645,82.79548194,73.98102963,69.51656395,42.3127606,85.29479627,88.75050379,84.71199512,73.200892,60.0662726,69.61234594,73.74899701,68.09774473,78.89470251,81.80096214,86.68894802,83.14357511
2007-2011,66.88744864,64.42700536,65.27149133,82.07928517,81.47952518,74.10929931,87.70549062,77.61917795,62.05217079,95.84410765,76.15836069,55.69860057,85.34332772,89.73569092,86.14585465,70.74671711,81.06754718,85.97754829,83.50855323,74.07692733,63.83904143,90.41426342,92.09623889,72.57785357,95.01551346,65.16690075,47.0495785,80.78795158,82.55160893,82.10569562,81.68402757,58.93868182,66.79416722,94.97758669,80.13186927,88.19906792,87.89356644,96.87658271,95.46541557,87.50489773,85.85181198,95.26030004,60.16462104,67.15312449,71.67933584,90.0430302,95.29260379,94.81029751,88.15517594,83.80687308,64.0998153,94.88096388,71.70880028,85.71958572,88.46744216,78.15442206,80.0428342,81.12856056,84.94531866,74.61936288,81.92682085,83.48418486,75.14978194,70.69316205,46.88002832,84.82075895,89.99695119,86.03653907,75.55642912,62.50049291,71.78744536,75.06341493,68.62336343,81.23589066,81.67959155,86.66728555,82.58054544
2008-2012,69.21295719,64.30882216,64.8865962,82.12413434,81.71103556,75.99818652,89.38338427,75.51899858,62.16924826,96.28078757,78.64194853,55.47593868,80.69769175,89.14976059,84.5839174,71.63110012,81.56641644,85.96194773,84.25781915,77.66152795,67.81818023,89.71286304,92.26796254,71.70411485,95.38361897,73.3000983,48.97335536,79.83214387,84.31680905,81.93848415,81.89226425,58.96611341,66.11118438,95.67864846,80.10024854,86.21330241,87.73613565,97.04620029,95.80286993,86.7504671,86.05075348,95.50137125,60.50235406,66.82289487,76.22028094,88.96948288,95.67078249,95.62855691,90.75748912,85.57078181,62.45671753,95.32065343,72.2399592,87.72738729,88.80361171,77.68032781,82.15312907,81.49085529,87.12759318,71.67869624,82.04940493,83.71087731,74.20837313,72.43242923,46.37711656,85.8530362,89.46982449,86.2188839,76.39243461,63.23934352,73.62494442,75.98182875,69.89947494,80.37667679,80.79901184,86.93533273,84.05023369
2009-2013,72.46342202,67.56494945,66.09963549,82.65491877,80.86677133,75.84929007,90.08032139,75.63741967,61.29099535,97.21763025,76.57299317,54.29518504,73.39131092,89.74114114,85.63418176,72.30096434,83.21968448,86.33016477,84.95564182,78.2832269,69.45978489,90.22600199,92.1218757,73.4127497,95.86667995,71.47377188,51.08769687,80.40845251,84.01445644,82.93193028,81.99083286,58.2571271,68.62247026,95.86388775,80.9359074,87.02680035,88.40823152,97.20714254,96.19746618,87.69233754,88.14613457,96.72063428,59.36489269,68.99630761,77.16233695,90.59007924,96.01884797,95.55719631,91.76000631,85.85652512,65.33762762,94.55542745,71.89320024,90.13873994,90.54154372,78.5638956,81.48141929,81.49366338,85.81656434,71.96749466,82.60841605,84.17170951,75.68873606,71.15843629,45.19788852,85.68225222,90.31047811,88.09349355,77.10738155,65.8095974,73.72878521,75.11860809,71.56295714,80.85105949,81.52326354,87.46112921,84.71401604
2010-2014,74.9792307,68.20830249,64.018088,84.02600496,81.6092626,75.86718714,89.46779204,74.73337996,61.57627591,97.19134474,76.78112646,54.98875383,78.17485586,89.40244659,86.58938032,73.28569871,84.24608979,85.60849406,86.11664529,78.24494961,69.93928389,90.54417122,91.97592418,72.84380846,95.89440894,77.05637967,52.33858667,81.52684856,84.5862293,83.57310575,82.81776576,58.78068649,70.99488773,95.51192719,81.20632063,86.4918172,89.95660638,97.1598071,96.50247586,89.16985863,86.88224896,97.20086237,63.04990877,68.19103266,75.53381204,89.80900244,95.76483185,96.1559758,92.08944448,87.89645923,65.67371158,93.76117816,73.23334957,89.6649562,92.01543877,80.39511083,80.82368957,82.73787628,86.03435008,73.07750199,83.92607812,84.57646429,76.31632586,73.60025216,47.55468765,85.51160543,90.23152034,88.68917413,81.54905923,69.56932671,74.7165062,73.26852069,70.06604428,81.4851304,83.90417722,87.89417076,83.86730787
2011-2015,77.60661219,69.1715985,64.98494655,83.64108851,81.77545405,77.50963204,88.50203507,73.09750533,62.94864848,96.47271667,78.56189976,56.62702223,78.7674861,88.48488142,86.32383564,73.58898486,83.94624155,86.54308885,87.02000165,77.60440183,68.38942758,90.93358724,94.68142996,75.26964425,95.33680205,75.8056026,56.72043718,80.63723215,84.15269065,84.16057023,88.14665403,58.41395275,71.78547266,96.57418917,82.93400244,86.38350315,91.00243843,97.09645001,96.99991197,89.0012635,87.43489238,97.6846138,64.24708105,68.44357053,77.10920868,90.30725474,95.26305572,95.99948589,92.69501733,88.36637797,69.91419799,92.54932846,74.46854248,90.57077909,92.42689751,80.65348987,85.34086436,83.42062061,88.47910727,74.46119393,84.79851588,84.50533917,77.90454409,70.8917202,49.508446,86.70833463,90.25992311,88.90707735,84.46324305,71.12480156,76.46744628,72.71500263,71.17010795,83.27673677,83.62529298,89.01653254,83.89587872
2012-2016,79.88984221,69.61446814,65.47743756,84.58916592,82.1846649,78.46757224,87.95878687,73.70000625,64.49193953,96.73519367,78.0254632,57.64482746,81.30112866,88.35947587,88.29954009,74.52585368,85.22846811,87.64769703,87.38458827,77.76135753,68.01931598,90.17328346,95.59376309,76.61500819,95.65436991,74.62787609,59.56691532,80.3032362,85.19948835,83.96221626,85.69822361,59.6235224,71.51627022,97.23220064,85.47296937,86.82429946,91.60343473,97.51321614,97.2421108,91.05038117,87.79924211,97.91468894,67.81617663,70.58568986,78.92453112,90.45723381,95.78936062,96.46214647,95.41346629,88.01866724,71.59544183,93.11535131,74.2652381,90.40108698,92.18786919,80.45309377,84.82195965,83.98101107,87.31513737,75.92260891,84.95384769,84.80924886,80.30025823,72.58649068,48.98173915,88.25425515,90.16532361,89.35739091,85.34670433,70.82257623,77.33465701,71.94469476,71.94685427,84.19595289,83.66388264,89.61935257,85.95837643
2013-2017,79.91001611,70.83522629,64.79839781,85.32433476,82.69993907,78.57597031,86.02901822,77.52661875,64.50115522,96.77111514,79.21542805,59.57789102,85.9439508,89.41024804,88.74917385,74.99390181,85.46524843,88.84313669,87.62694049,77.20733736,65.19797964,90.72614259,95.01800925,74.71393386,94.99679275,75.32828922,62.33960946,81.05723015,85.12486039,85.82241115,87.26780299,62.71787692,72.92047179,97.28540995,87.25753117,88.68325739,92.3358952,97.56403214,97.44281827,91.65165523,88.9909247,97.68184979,66.97730563,71.75526244,76.87695372,90.98356559,95.6191236,96.79127869,95.74975315,87.87716851,74.42209706,92.63502384,75.82720878,89.53353731,92.4570093,80.16685901,84.53929379,85.24358593,87.99284976,79.00883862,86.16360812,85.56302801,82.01114131,73.27021863,50.75743715,89.0459228,91.36580315,89.44274101,84.15080501,73.19886924,78.62786921,72.43158479,70.8116645,85.11377152,83.64885008,91.25397104,85.96157863
2014-2018,79.97495573,69.89791022,62.41921114,85.05873401,83.94189608,79.73750338,86.88513515,79.23194425,68.08030845,96.25591614,80.05383845,63.85555534,85.52530722,88.53956712,87.8750761,77.63648868,84.229198,88.8992421,88.92561264,76.65970645,66.03594397,90.1281717,95.45135443,76.60855404,94.30469172,77.57104711,65.73452528,81.89318534,85.82264622,85.94830592,87.87770508,65.32892568,73.04766153,97.19000298,87.39694547,89.91142922,91.96727103,97.60372995,97.70759808,92.52798096,89.59173463,98.2104146,70.22705487,72.68696639,78.19026669,91.26806103,95.59935384,97.24832475,96.39187061,88.23282346,74.15787089,93.14900914,75.79353289,89.16606674,92.69000789,81.57855447,88.20297285,86.04005702,87.0878628,81.69675568,86.62617856,85.17925413,81.75727119,75.6109787,52.99662006,90.22454513,91.12188698,90.00237381,85.5866526,73.98799569,78.56159376,71.9379043,72.06367972,86.14960719,83.16378582,92.57878262,86.07188008
2015-2019,81.48670524,68.82374139,63.46281254,83.1474254,84.3329609,81.41350923,89.27020048,80.85072511,68.59920528,96.56261467,81.37636589,66.1704079,84.59892719,91.38300553,88.05125186,76.98877959,85.14941764,89.41365683,89.44521665,75.86332091,68.01302974,91.21332573,95.63652224,76.44494376,94.65368556,78.7730719,68.63666645,82.37571508,87.01296281,85.6394639,84.53446426,66.67066976,72.70364638,96.88216465,86.88819443,90.91171616,94.38049253,97.35196404,97.57697624,93.07048663,91.31762211,97.95213623,73.24255342,73.16132207,79.71629559,92.31043944,96.29900398,97.23332382,96.29926746,89.27472432,73.65849418,93.15537067,77.56074461,89.11403795,92.21878419,81.94786612,90.53390371,85.73303263,89.33785629,84.11274809,87.38268523,85.12860109,82.77919825,75.2108216,56.32899641,91.15998026,91.56622203,88.43042696,84.24428348,71.12343632,77.89336843,72.71826174,74.0905265,86.04735055,82.20894906,93.90611851,86.40474461
