Category,Albany Park,Archer Heights,Armour Square,Ashburn,Auburn Gresham,Austin,Avalon Park,Avondale,Belmont Cragin,Beverly,Bridgeport,Brighton Park,Burnside,Calumet Heights,Chatham,Chicago Lawn,Clearing,Douglas,Dunning,East Garfield Park,East Side,Edgewater,Edison Park,Englewood,Forest Glen,Fuller Park,Gage Park,Garfield Ridge,Grand Boulevard,Greater Grand Crossing,Hegewisch,Hermosa,Humboldt Park,Hyde Park,Irving Park,Jefferson Park,Kenwood,Lake View,Lincoln Park,Lincoln Square,Logan Square,Loop,Lower West Side,McKinley Park,Montclare,Morgan Park,Mount Greenwood,Near North Side,Near South Side,Near West Side,New City,North Center,North Lawndale,North Park,Norwood Park,O'Hare,Oakland,Portage Park,Pullman,Riverdale,Rogers Park,Roseland,South Chicago,South Deering,South Lawndale,South Shore,Uptown,Washington Heights,Washington Park,West Elsdon,West Englewood,West Garfield Park,West Lawn,West Pullman,West Ridge,West Town,Woodlawn
2009-2013,39.52711833298103,45.66172364,25.86223921842444,59.72583411245691,33.78594969890068,33.550473029325715,49.86617437486983,42.01905087809947,37.84023789695375,80.13245299,45.67978569324617,29.49950821486343,29.60273860067302,53.923478493284286,43.10066255500347,32.903612540863826,61.52767385,46.786310764810914,54.166224624180494,26.402846600176563,40.93852542176578,56.98434820354762,76.63411646992088,20.890895106293662,76.50344370230151,27.308346269140056,28.29019337511192,62.921395474383786,40.045431446387184,31.21295542866946,59.37855771327852,33.76450164254047,26.92977673190696,69.15614736791329,50.81746205067754,60.95109802474606,54.314401711297535,73.81408968157251,75.76517413954602,60.10393640785296,53.64426204795618,70.51425080244815,33.505515762233344,40.52793730342418,44.33507949790985,61.16272743637473,84.13549779767824,65.01744568441768,68.72067924215555,54.37078485640747,32.10983491722439,73.01292760901742,24.70489680602023,57.80134446027876,70.10139617120876,52.62238851,37.06103533424214,50.868712639937606,35.63562530203052,16.466067289331807,44.93048230254976,43.40572398171215,34.663814606461514,26.646351644231032,24.45613899049756,38.14040163483661,55.81373219836423,46.867684396633614,28.323761094934508,45.172583801100735,23.478996824860364,21.995733648881156,50.86939634615437,36.08261675,43.86100841885839,61.24088274831205,35.67963370602944
2010-2014,43.054972624517816,41.77320250327482,26.75311041617551,58.45494106507171,32.69378599,32.51464459691259,46.58857102517796,41.08169920004135,36.62422450338561,80.42647480481426,47.15662829979991,27.52739968627297,36.06940877757958,50.34642865755392,44.784105386767656,30.054227161248427,61.58861932,46.55955143727116,56.36349951068098,23.829144926590377,40.27147208715923,57.73723699088077,76.31678701098531,19.67516229410354,74.16406471334346,29.136489652743933,26.112895790568743,62.48775552561872,40.37925750973199,29.72180721170877,60.29548910671888,32.7395776,27.75021888296629,68.14126977451606,50.66286986640059,61.06190285468513,57.04309935029702,74.71835292312369,75.73418528762612,62.64054502156994,54.53425990462864,69.91601826730194,34.26827051146951,38.615342715527404,42.03721702388055,58.23182359,84.96336445762451,66.20517016289706,69.02007846,55.08106489209308,31.878812896830052,74.10324356,25.980541920343704,55.01614352697541,70.88512175465162,51.23278398223808,37.09976932319158,49.54018452674785,38.17403838,16.85448353,45.55349923433957,42.02991520648625,33.802770585154654,24.33853075319325,21.52796909878752,36.33860458539061,56.10816370233847,46.279305507631605,28.78641805625172,45.86273654461821,22.268472315304148,21.791270930393058,48.31462296879955,35.690814314474444,45.27601652472256,60.69074380609942,36.85774674420748
2011-2015,43.22823008723849,40.79512119992498,25.592768651295348,59.84848889361401,34.22761581414973,35.13242049857907,46.58792731613442,40.69610716480332,36.79128601,79.15481798670203,48.68484453,28.091630472356183,35.380281709339165,48.935492808154855,42.41971141179384,29.902899033531703,61.86398488689359,45.78655837758554,54.72438254456053,24.53859744201497,41.00711094415289,58.07870685463473,78.42680547534994,19.027040784630373,75.35851023,27.68380540705354,26.3269820583616,61.14188764433112,40.45785083232349,30.24010468,61.51370251121139,30.48797294887282,28.316917343216957,66.90350685865496,52.64488825,58.54431559618071,58.916444,75.18470848201335,76.39382655455165,63.18238033382991,56.38893113875599,70.67937444196194,31.63449194986816,39.15470204226249,43.64878638790746,59.223939521035575,84.98657574,66.08202816,69.94386925622472,55.48187904230179,33.19345242301352,74.06790662070738,23.799121056915528,52.320053074402,71.85269589006795,52.10066782890518,39.01272073026409,51.44014159878369,41.79971186461799,19.169532561074053,47.18139388892877,39.97388130911484,34.076360704405296,24.47433357919393,23.448193983032414,34.54539141795221,58.355463472306944,49.44132808,29.628837883033484,44.11318074241133,23.196164927168866,22.48178031116874,47.46535791,35.63665962380174,44.96794928649797,62.23774976559785,36.35531459097538
2012-2016,44.52325796381105,44.27403048564934,27.31057852284895,58.36997587968821,35.28113847252596,35.56375376374158,45.45423981914514,42.61176621166509,38.04549616155144,81.13561857833932,49.11287322721696,30.18164396016675,36.24654801078129,48.29717115942061,42.05960774,28.675400347504212,62.04338493422532,47.60310635932021,56.08299444845848,26.374812320375213,42.46786498441918,55.40604731454193,77.95659511,18.963781461165595,77.68530017394265,24.86999609724681,26.68018134941857,59.44839754862833,40.17623618006768,32.17997430170559,59.63438387485769,32.55801642958913,29.577702393846828,67.43126464,56.26594262,59.4800441676604,59.55225428373599,76.85629809,75.26150322461743,65.21519316036273,58.269022585732856,70.92281332077009,34.85677557793842,38.98498148128197,47.71242455,58.065563115039055,84.82939813251006,67.08536576998145,73.20100818107062,54.70676518392184,34.06993134996351,75.82702124174854,24.577881017245407,52.53892742395661,68.46415895269486,51.36300916037974,41.26936805478664,52.31141958275087,40.10625465906309,17.114833109980495,48.23945573353162,40.010148721648406,32.022928376805254,23.90360722679512,21.77764261085032,35.017866993215456,57.06048992982826,49.63308766820373,31.839305401781303,45.47473076585312,23.951803024305747,22.71335278698754,46.78838554006008,36.98958238643296,43.75614676082395,62.87379759305776,38.55892921532033
2013-2017,45.06125128,46.64023762366878,29.015603272209315,58.633457353968886,38.31622404572255,35.39179582269912,48.82288278314101,45.28100047791727,38.01486662,77.76115324631745,51.17037365320007,30.224388343390235,40.545257547908,47.41572949787245,40.87488259603087,29.43409310901906,61.02678724523579,48.19341550383408,56.063442650211165,25.44224028262228,37.95834275,56.26263837038668,75.47720555201408,17.658836435987048,75.81825372469548,25.54888411720984,30.126938700388816,59.97670593622695,39.62872073511221,34.210135219366926,56.156671762711866,35.46750941778066,30.404713237617745,66.9826855,58.394075881269366,58.76324469829789,59.67441600615595,77.89720271913357,74.86742102052924,67.81291482,60.66159475225484,71.88785286184418,39.5649567202068,41.77682990255495,45.90715687647442,57.49901544870623,84.57601029506513,67.44721467476802,72.77731236143399,55.548551542538206,35.49788134569244,76.79225232,25.053340113169288,52.13131898649832,66.60000484226072,49.59107993855142,41.85976971264487,53.88880221019493,42.67755273056896,16.504959470335624,48.46502330124043,40.57984165471058,32.553292340896434,25.04168031250589,22.386659870284863,34.845933402441524,57.58822566929692,47.91827824651685,31.83413573221926,48.21368511456915,24.63487292634816,21.488625013775053,47.827772321704494,37.05170500081196,43.44896347111265,66.02547580089862,38.62278621
2014-2018,47.35620905,48.7303044978618,26.363392989359888,60.52073664168263,40.32949043269038,37.17950605132982,52.46418065337475,48.35462745584288,40.10754045,79.00270574358692,53.08908866339391,32.364996060094334,41.09875965202568,47.61642577706007,38.160907196153616,31.68085237,61.173339039618455,47.04390333452361,57.20197283292912,26.496983800595128,38.96857715919168,58.045129363774265,77.66390089576925,21.28834187437062,72.63885186177119,22.961272292769483,32.515299096562906,60.76050982594059,40.104616221216055,32.217178107468754,52.673976909175714,37.88381221139275,31.190472558216054,66.55997440438341,59.752776134654844,58.804464126083154,62.12842050595933,78.85472123041593,76.25641177,68.48091028793905,63.70401180076593,73.95722867006216,42.38452597040166,40.513186397913785,45.52740513427844,57.82712479130968,82.80611553047285,70.62094394598861,72.98049816556382,56.318732107011606,34.802399224042475,79.35596201425827,25.06399890700616,50.217200631945104,67.96025590443905,48.318030059851885,46.102925382376256,54.56867577,48.38078558961828,15.837122666293135,47.93758637970158,39.83407725314827,32.34330250678799,29.64838511889005,22.81072302,37.05433935889588,58.69777463947791,48.43254437650357,34.83578396221132,50.90419821990875,25.26886865341705,21.79663082595124,49.09652676,39.40180400828852,43.09053636768058,66.98163476027521,37.136727770328335
2015-2019,47.423897138559525,51.81761234778417,29.831536889681804,59.50581622246518,41.88026093865537,39.69955147331848,55.73532619261125,51.58642978,41.75374481085415,77.41114131,54.48945894001648,34.59347840089023,42.88376469887387,50.60877486977602,39.53425747876487,33.533069877500715,60.77859994849734,48.04664807,58.57104319493101,29.47451795264824,39.04590205140466,59.48745328793776,77.78851086,21.18940737763566,72.88152721,21.128387127961737,35.44582055829644,60.40397724025734,40.14544994659209,32.381349779533124,54.12807283447721,40.45292197839324,31.39306968736516,68.20233211724843,60.501966996563525,57.16469765912881,61.00690625227991,79.18018015391917,77.66354946412099,67.92440030567117,66.18794582536931,74.31705415093764,48.34099638631045,44.27057825751292,48.14753660013155,60.496925018281225,82.47599850593187,72.07967749013598,75.27825365059815,57.41473777152216,34.28277068848342,78.89373057174053,27.831625310777497,50.27296481093819,67.61080306304305,47.87391487933621,50.31632977690257,57.13448218662149,51.58370345159318,16.34360372918856,48.98839621209663,42.039066941747045,34.05191195609858,32.20249269830264,25.955207205381537,38.06149341156963,58.81900895321959,49.09226546020864,37.25665311402951,50.69066067262502,25.56868519613499,21.80172225637572,50.38931124809373,42.09073396703694,43.31908965163097,68.74584772216937,38.02094788749509
2016-2020,47.15129090304252,45.815018471187294,34.95399861749306,55.724025947935786,38.753741036165344,38.606361255421504,57.68417296523424,53.574390123969074,43.35634662333719,78.37503000664738,52.23344865693742,36.53410362210172,48.62559529,58.13735533619854,40.13777213661354,32.24997028510059,63.326898597645545,44.79572243963299,60.08989983,28.93219803845776,46.39521587777792,57.80037116388625,80.86000584869039,20.033733221645505,71.07268650296051,19.48972748208739,38.67353172849443,63.12285614585229,43.40702933327139,32.50931530746803,50.14870245684254,41.63868294917221,36.92973413119,70.96058066096316,60.83489882469158,59.73315453062036,53.294834524815954,79.61678119359745,80.34477967422973,66.58472228,67.27727896035216,76.51957962977914,54.77397697886187,45.50148011157749,49.21540019761878,61.47930598347311,80.76899941833398,73.27390775118721,74.97750654414268,67.63027031849221,29.67486805397361,81.54653817725485,29.727097127637062,49.31953668876795,69.02569815802526,50.86907634964856,47.400279660588886,57.08267581580437,55.913724634433706,14.73474011090976,49.660777498033255,39.90904084357311,37.68130761,33.07001452208923,29.627848196465813,40.68233166404165,54.209114148195006,49.27718765442916,32.58733592036203,48.74881983243533,26.09561628479958,25.726412167697774,47.436164407232965,41.17672401,42.73628239644767,72.91202204286782,41.151425297197406
2017-2021,46.2182872,46.98150744441357,33.46498300417459,54.54205825363847,38.68334354110669,39.14476553151794,56.901366577476736,55.29348060924201,42.32280403534864,76.753484,53.14586088213678,36.95609626829142,42.93750073460383,60.11014126803326,41.39683424148033,34.60320257,64.75840196478204,44.675734492816105,59.69717324159173,30.44299598320548,45.26443863658275,59.438066807656384,81.74723988475682,22.52297656473685,68.80063075980847,23.003048710366294,39.89843842687413,64.67130613314144,44.70703577,33.23707527300474,55.624437521262514,42.97368629167372,38.61182467755104,71.54308565261282,61.03585882902911,60.87007841867501,53.18911046402447,79.53002248760659,81.21385170155844,66.09328641890153,68.11816824060331,76.71532877,54.77994532277708,47.96315242983371,49.855513017246295,60.88973659169571,81.12060394123301,74.52732633377937,74.31661479029832,69.62058801949459,28.50097539748917,80.77679862898513,30.238849700278145,48.97507886992727,69.72782813,48.03867435633055,43.240280744698985,56.31984859368799,56.48627374,11.972793408308496,50.499967935684914,39.44879204458847,35.363758116539394,35.96638082218794,31.049057983372755,40.18483345267859,56.43384461368324,49.02209863290306,31.616556592233724,51.6778517524932,26.43323670561733,28.119346783801525,47.72579513251399,39.72590199545227,42.62684811324495,73.60313061140009,40.57046464479731
2018-2022,46.22910940305477,41.86750800191385,35.71165400690529,55.84549295621984,36.72120095366892,36.65391059325162,54.20860835810048,56.90950560044018,42.92025132325926,76.38613939710322,53.31093678988908,37.99138858,39.87814389834873,58.79671613227801,40.71085839654036,37.01713699145792,65.29458603,45.91542291537587,60.624535081442914,32.50395135052963,46.778405811940615,60.166043749041656,80.78678441939816,26.568222245136933,68.27985538314118,23.06348344588145,41.69441840421938,64.68617409533353,46.150023028038845,34.041455156277834,51.75323187002367,45.17373407098398,38.38799093441876,71.63929473161467,62.25611532896964,63.09868644210949,56.93220634799105,78.54025959372781,81.57873029,65.36017674654111,67.17772464490311,75.24678964013145,54.67722996330311,47.15652189452691,56.63719118819315,58.86217476915329,80.75847894983087,74.08526834440266,75.80271863885119,70.28924500202737,30.36497625039157,80.49221454316027,30.88626101603635,48.98969011,69.94269954185812,49.75083790905169,48.19716385,55.56149421780866,56.39242904,12.318061970994304,52.50568581987128,38.38086866250984,36.71353206146691,34.545837197414514,33.05400220938641,38.39098769862287,56.907908061522726,53.93583517990768,32.10905558096777,52.74677494635415,26.816026532717604,28.76530145235571,46.53114748387103,40.21135561165751,43.29715594389511,73.78595107121562,44.63931113238669
