Category,Belmont Cragin,Beverly,Bridgeport,Brighton Park,Burnside,Calumet Heights,Chatham,Chicago Lawn,Clearing
2001-2005,307.37637259295013,34.61190220344324,114.67226980885806,191.18629836997556,41.16896302799085,111.61220569115206,423.1889833852506,536.2215312068975,55.47802099870209
2002-2006,284.94411179607545,33.21740629151855,118.81785299272268,186.55267970650235,37.98168832214447,101.81962663188745,421.13419444025806,551.8863480474206,59.15184112539546
2003-2007,278.2818097942037,31.687089589225746,108.19668735743925,181.16773273320956,42.34537318526765,92.24070145685533,426.7334941007914,554.1474540612486,57.718001300559536
2004-2008,271.8477567347366,31.716392936359192,110.21396485894066,180.30355153380845,40.76660196213359,93.23258823255895,430.90456271522976,579.5014248538578,56.350863081637975
2005-2009,279.9746560204734,30.33485060856287,101.7083764461062,176.6824515823866,38.38386753967943,90.62815050105904,424.62458193784784,571.1361739829418,57.55135717405949
2006-2010,277.7112312872805,28.965302027266212,96.80672767956835,171.02674121490512,36.003827021820804,92.01916904027034,404.81866079379387,538.2306422,54.452415131359224
2007-2011,277.69195513032054,26.083885669121933,89.25450633160759,164.01066147678262,34.21758944,91.81041400522962,384.54760375167615,508.1525019915216,50.838739059036286
2008-2012,275.8693819983085,23.62007135836356,84.43010622,160.97685668803481,26.670436521460562,88.19410652696556,350.7260911,473.8929202244454,47.40518051072835
2009-2013,261.4396517,20.991086696201087,72.04797499247219,147.9633800484374,24.08435297516507,81.39123672,322.9264448341835,422.69349393486215,43.235136624532835
2010-2014,243.6460330381867,17.558465736663685,68.61866252,139.9207372289857,21.10160533128224,78.38859891022786,293.3514880221067,382.5466708,34.47127896280139
2011-2015,234.2459683855715,17.31329286214006,63.29278301962401,137.1172962056666,20.298231920366803,69.79750170902186,279.3210924257164,352.4791446961166,30.14372021390981
2012-2016,228.21111778821728,17.36499960320968,60.305761875963746,143.72700883027935,20.68869664186435,68.60569514330892,288.93571915496506,336.05260632270284,25.496484130690952
2013-2017,217.60796331722094,18.753968752732572,62.03594440435933,138.76983194082533,24.66181180935681,70.81300342052984,307.70710076127364,326.0324781361216,25.728528266429876
2014-2018,215.61259086696353,19.30461898588749,68.93652245786143,143.7960773836234,27.438504013977127,71.62181902,325.3744967188081,330.4124346074535,27.179698731328067
2015-2019,210.8171773647934,22.09369551484771,75.24965280472546,144.6376581609519,31.21641918284624,74.42476753481006,364.7112447781061,342.73607652918605,31.76460798
2016-2020,214.60630256868578,22.880217578203254,77.48994637541861,140.44356663720012,33.408103605606016,81.02015842516568,396.20319167491397,359.7025657690648,32.19513647214437
2017-2021,212.60863283904706,23.852400449108096,75.81409811296682,136.20119599765331,35.998784219728435,87.41679287,419.1752931154077,373.6529570844267,36.322253228820124
2018-2022,217.3651364413118,24.29034607463552,79.71572019410587,139.3458365097519,34.21060077262325,90.61334048797215,434.90185339255885,377.3936699155987,39.216109272803855
2019-2023,227.85839331043985,25.06733099059512,79.44674859034949,144.1012002,35.38626071382243,90.22417358769826,465.0858817608949,372.7695494348175,43.22622194306803
2020-2024,244.45709074352231,25.47858497778938,76.75099346729725,151.94022410594533,34.19548819705131,95.21829773937372,471.8967258562891,388.36459671979446,47.78167390549686
2021-2025,242.8054691991088,25.488391247249098,75.38856648,154.5103862086548,31.016955095768168,96.01294479,465.65578874416383,383.2857659570246,52.26712770432219
