Category,Albany Park,Archer Heights,Armour Square,Ashburn,Auburn Gresham,Austin,Avalon Park,Avondale
2001-2005,231.49220162175385,51.14535704228413,349.79544206724444,107.40193235983568,1121.6410957811713,6920.348819551663,89.73765342888622,196.26641070139522
2002-2006,221.72404805604262,62.366608193372095,327.49333995184236,130.1017145622393,1151.9102659212808,7001.881018744833,97.82790806790322,209.63599464897916
2003-2007,229.6222296365979,68.99142986650774,268.2547164739923,151.10264470400585,1297.710539581904,7084.589964593848,111.27357815273717,222.42549791760194
2004-2008,229.0722140299159,71.39034841968844,214.47696878052656,159.4466299796484,1425.6648643031806,6673.365122,117.3586307716259,233.00568597985108
2005-2009,235.08897974408518,78.78555443359271,135.42726485126212,169.9767375858555,1458.451174610551,6309.2862903956475,117.89295793106787,229.3965303844491
2006-2010,246.3098384778434,81.36359130800396,120.58086526954834,190.54861324150582,1543.296594860344,6127.769725,110.73626865890154,225.79031871111533
2007-2011,245.8882462737006,73.93437566212894,92.21648267116801,195.30459128594066,1597.003503605945,5718.914235717305,100.70797052107773,219.78824445242643
2008-2012,229.60530341436606,71.86584315,83.46761905416575,185.17357519805205,1481.3893990901618,5195.881097456131,85.31669091198575,206.98417504090474
2009-2013,217.50279565272828,70.61034860040938,75.50978538980073,184.8535979893565,1341.317777677667,4953.375782443381,81.31760417747088,180.5943698525803
2010-2014,198.4637829457791,63.01473485808151,65.36947687583482,180.5778416,1193.388063224967,4694.520382309898,80.19471386892072,157.7941449571648
2011-2015,159.40204607861497,56.98338669,58.725718257420844,153.72606972113337,1018.2143158690901,4154.338465,80.72577028944217,131.8034240832575
2012-2016,126.37294507511058,51.94360121838966,46.09474982271923,119.47553957170851,793.9863267955177,3509.3674991925604,75.59160586,93.62424727346897
2013-2017,96.13008411285328,42.086616609584276,36.42678754,97.60941848846679,609.9794854483139,2949.228813973312,64.05301853621928,64.03317734425919
2014-2018,71.08131329639093,33.07713230693887,28.522319978962898,75.92286311914816,488.9571308911896,2306.7552051363796,52.17554028769866,50.63071843709478
2015-2019,55.22977900699744,25.629804883728294,20.91232573,52.955570706742726,423.71956713882133,1789.2875142047942,45.740285267420234,41.22772823282006
2016-2020,43.96697295197779,18.59378802017803,14.048435213046064,33.34102972941212,327.3349198723741,1303.443019144514,36.87466276898866,30.22304203941888
2017-2021,39.10323841580737,12.753948169487598,11.49542753445628,26.01128162269575,282.94978436356257,1005.2987164785694,29.96479943563066,26.00854348622005
2018-2022,43.070143025644946,10.350294454407699,12.10829184981349,21.72448679978678,220.6530042812853,809.1931080657926,28.569483005679864,25.002373235310678
2019-2023,41.65730326179588,7.296877476970703,11.663502043088592,16.468393836863186,158.28251245842242,631.0391938355951,26.358417132203577,26.99804431445133
2020-2024,36.06132406568475,5.687970392171178,10.28643332065683,11.436080607897718,93.96539954,515.2760839393904,12.892162372784984,21.799202840594702
2021-2025,31.081330644554697,7.512967433,11.047358916214582,8.625232371392448,85.61710315278556,565.5803291059759,8.192087116763886,18.60349784599283
